,open,high,low,close,adjclose,volume,ticker
2020-12-09,100.0,115.0,90.02999877929688,92.48999786376953,92.48999786376953,24805600,AI
2020-12-10,99.4800033569336,131.74600219726562,96.0,130.0,130.0,22839500,AI
2020-12-11,123.81999969482422,133.0,116.0,119.58000183105469,119.58000183105469,11758600,AI
2020-12-14,122.16000366210938,123.83000183105469,100.66000366210938,102.36000061035156,102.36000061035156,8197500,AI
2020-12-15,104.56999969482422,109.88999938964844,98.0999984741211,102.0,102.0,5715300,AI
2020-12-16,105.0,116.70999908447266,104.0,113.69000244140625,113.69000244140625,5365700,AI
2020-12-17,118.44000244140625,121.0,115.44999694824219,117.23999786376953,117.23999786376953,3414800,AI
2020-12-18,116.66999816894531,145.0,115.08999633789062,137.58999633789062,137.58999633789062,8486400,AI
2020-12-21,142.01400756835938,168.77000427246094,141.0,160.88999938964844,160.88999938964844,11570200,AI
2020-12-22,170.52999877929688,179.0,163.3000030517578,177.47000122070312,177.47000122070312,8283300,AI
2020-12-23,166.89999389648438,183.89999389648438,151.5800018310547,161.05999755859375,161.05999755859375,10864600,AI
2020-12-24,168.0,172.5,156.8699951171875,161.0,161.0,4375700,AI
2020-12-28,168.67999267578125,168.79800415039062,143.1300048828125,145.8800048828125,145.8800048828125,6155200,AI
2020-12-29,146.30999755859375,146.38999938964844,135.0,139.77999877929688,139.77999877929688,5189100,AI
2020-12-30,141.64999389648438,151.5,141.0,146.83999633789062,146.83999633789062,4999500,AI
2020-12-31,144.10000610351562,144.10000610351562,136.51199340820312,138.75,138.75,2315100,AI
2021-01-04,131.13999938964844,131.2050018310547,119.05999755859375,120.01000213623047,120.01000213623047,5123800,AI
2021-01-05,119.5,128.1269989013672,117.5,122.16999816894531,122.16999816894531,3753300,AI
2021-01-06,119.04000091552734,119.19999694824219,112.05000305175781,113.4000015258789,113.4000015258789,5756600,AI
2021-01-07,117.9800033569336,137.0,115.9000015258789,133.5800018310547,133.5800018310547,6840000,AI
2021-01-08,135.9199981689453,147.5,135.60000610351562,143.6300048828125,143.6300048828125,6305000,AI
2021-01-11,136.0,142.2570037841797,133.00999450683594,135.6199951171875,135.6199951171875,2517000,AI
2021-01-12,138.3000030517578,138.4409942626953,127.54000091552734,133.97999572753906,133.97999572753906,3103300,AI
2021-01-13,134.0,145.0,134.0,143.13999938964844,143.13999938964844,3183000,AI
2021-01-14,145.82000732421875,151.83999633789062,137.1999969482422,138.5,138.5,3627500,AI
2021-01-15,142.0,142.49000549316406,132.60000610351562,134.14999389648438,134.14999389648438,1541300,AI
2021-01-19,136.0,137.7899932861328,126.4000015258789,126.83000183105469,126.83000183105469,2607700,AI
2021-01-20,129.1199951171875,131.85000610351562,123.4800033569336,131.3800048828125,131.3800048828125,2651300,AI
2021-01-21,133.5,134.4499969482422,128.14999389648438,130.00999450683594,130.00999450683594,1619800,AI
2021-01-22,127.0,127.98999786376953,122.81999969482422,126.56999969482422,126.56999969482422,3612500,AI
2021-01-25,127.5999984741211,151.0,127.36000061035156,147.8300018310547,147.8300018310547,7563200,AI
2021-01-26,144.61000061035156,148.38999938964844,138.11000061035156,141.42999267578125,141.42999267578125,2951300,AI
2021-01-27,139.0800018310547,160.42999267578125,134.03199768066406,149.08999633789062,149.08999633789062,4581300,AI
2021-01-28,149.91000366210938,154.02999877929688,139.49000549316406,148.0,148.0,2167600,AI
2021-01-29,146.0,147.63999938964844,136.7100067138672,139.60000610351562,139.60000610351562,1710300,AI
2021-02-01,140.69000244140625,142.3000030517578,133.5800018310547,137.75,137.75,1481200,AI
2021-02-02,149.0,155.3000030517578,145.6199951171875,146.8800048828125,146.8800048828125,3924400,AI
2021-02-03,149.92999267578125,149.99200439453125,143.6300048828125,147.0500030517578,147.0500030517578,1970700,AI
2021-02-04,147.5,158.27000427246094,147.5,154.3699951171875,154.3699951171875,3287800,AI
2021-02-05,155.07000732421875,155.89999389648438,144.41000366210938,146.60000610351562,146.60000610351562,2394700,AI
2021-02-08,150.0,151.89999389648438,145.8000030517578,150.8000030517578,150.8000030517578,2015800,AI
2021-02-09,151.99000549316406,172.99000549316406,151.99000549316406,168.9199981689453,168.9199981689453,4493700,AI
2021-02-10,170.1999969482422,176.94000244140625,156.32000732421875,161.4499969482422,161.4499969482422,3090300,AI
2021-02-11,162.86000061035156,167.7899932861328,154.60000610351562,156.55999755859375,156.55999755859375,1543200,AI
2021-02-12,158.86000061035156,160.8800048828125,152.02999877929688,153.72999572753906,153.72999572753906,1615300,AI
2021-02-16,155.39999389648438,157.5,145.4499969482422,147.1699981689453,147.1699981689453,3078500,AI
2021-02-17,146.00999450683594,147.0,136.6999969482422,140.05999755859375,140.05999755859375,3056100,AI
2021-02-18,136.6999969482422,137.39500427246094,131.0,133.55999755859375,133.55999755859375,3077300,AI
2021-02-19,134.77000427246094,138.7899932861328,133.15499877929688,134.5399932861328,134.5399932861328,1859400,AI
2021-02-22,132.99000549316406,134.0,125.7300033569336,126.22000122070312,126.22000122070312,2247000,AI
2021-02-23,121.25,123.0,110.19000244140625,121.12000274658203,121.12000274658203,3822900,AI
2021-02-24,122.01000213623047,125.31999969482422,118.33999633789062,122.52999877929688,122.52999877929688,2174500,AI
2021-02-25,123.95999908447266,127.30999755859375,112.7300033569336,114.30999755859375,114.30999755859375,3938300,AI
2021-02-26,116.0999984741211,117.94000244140625,109.5,112.45999908447266,112.45999908447266,2497400,AI
2021-03-01,116.19000244140625,121.87999725341797,115.0,121.05000305175781,121.05000305175781,3435900,AI
2021-03-02,106.9000015258789,109.54000091552734,97.5,98.5,98.5,12320900,AI
2021-03-03,99.41000366210938,101.45999908447266,91.11000061035156,93.31999969482422,93.31999969482422,5490100,AI
2021-03-04,92.0,95.55999755859375,83.04000091552734,88.51000213623047,88.51000213623047,5930000,AI
2021-03-05,89.44000244140625,98.0999984741211,77.0,95.1500015258789,95.1500015258789,7150800,AI
2021-03-08,88.01000213623047,93.0,82.8499984741211,83.61000061035156,83.61000061035156,9266800,AI
2021-03-09,85.0,88.58000183105469,83.0,84.91000366210938,84.91000366210938,9321200,AI
2021-03-10,89.0,89.81999969482422,82.8499984741211,84.55999755859375,84.55999755859375,4653000,AI
2021-03-11,86.66999816894531,88.4000015258789,85.5,86.47000122070312,86.47000122070312,4492200,AI
2021-03-12,85.4800033569336,90.91000366210938,82.93000030517578,90.0,90.0,5833300,AI
2021-03-15,91.75,91.75,85.80000305175781,86.7699966430664,86.7699966430664,5333500,AI
2021-03-16,87.0,88.41999816894531,82.1500015258789,83.0,83.0,3695400,AI
2021-03-17,80.0999984741211,83.48999786376953,79.20999908447266,80.55999755859375,80.55999755859375,4659700,AI
