,open,high,low,close,adjclose,volume,ticker
2018-01-02,124.66000366210938,125.18000030517578,124.38999938964844,125.1500015258789,125.1500015258789,11762500,GLD
2018-01-03,125.05000305175781,125.08999633789062,124.0999984741211,124.81999969482422,124.81999969482422,7904300,GLD
2018-01-04,124.88999938964844,125.8499984741211,124.73999786376953,125.45999908447266,125.45999908447266,7329700,GLD
2018-01-05,124.93000030517578,125.4800033569336,124.83000183105469,125.33000183105469,125.33000183105469,5739900,GLD
2018-01-08,125.19999694824219,125.31999969482422,124.9000015258789,125.30999755859375,125.30999755859375,3566700,GLD
2018-01-09,124.48999786376953,124.86000061035156,124.2300033569336,124.7300033569336,124.7300033569336,9153600,GLD
2018-01-10,125.16999816894531,125.30999755859375,124.72000122070312,125.02999877929688,125.02999877929688,14809300,GLD
2018-01-11,125.37000274658203,125.66000366210938,125.25,125.44000244140625,125.44000244140625,5994700,GLD
2018-01-12,126.01000213623047,127.12999725341797,125.80999755859375,126.95999908447266,126.95999908447266,9258600,GLD
2018-01-16,126.5999984741211,127.18000030517578,126.4000015258789,127.16999816894531,127.16999816894531,8083900,GLD
2018-01-17,126.7699966430664,127.22000122070312,125.9000015258789,126.13999938964844,126.13999938964844,10130500,GLD
2018-01-18,126.12999725341797,126.5199966430664,125.80000305175781,125.86000061035156,125.86000061035156,6289300,GLD
2018-01-19,126.56999969482422,126.7300033569336,126.41000366210938,126.41999816894531,126.41999816894531,8773800,GLD
2018-01-22,126.51000213623047,126.75,126.27999877929688,126.6500015258789,126.6500015258789,4893500,GLD
2018-01-23,126.52999877929688,127.3499984741211,126.33999633789062,127.27999877929688,127.27999877929688,6190400,GLD
2018-01-24,128.38999938964844,129.25999450683594,128.22999572753906,128.8300018310547,128.8300018310547,11827600,GLD
2018-01-25,128.69000244140625,129.50999450683594,127.36000061035156,127.97000122070312,127.97000122070312,15219700,GLD
2018-01-26,128.24000549316406,128.52000427246094,127.97000122070312,128.07000732421875,128.07000732421875,7828700,GLD
2018-01-29,127.58000183105469,127.62999725341797,126.91999816894531,127.3499984741211,127.3499984741211,6956400,GLD
2018-01-30,127.91000366210938,127.91999816894531,126.73999786376953,126.80000305175781,126.80000305175781,9736100,GLD
2018-01-31,127.44999694824219,127.8499984741211,126.4000015258789,127.6500015258789,127.6500015258789,13418900,GLD
2018-02-01,127.18000030517578,128.14999389648438,127.08000183105469,128.07000732421875,128.07000732421875,10854600,GLD
2018-02-02,126.80999755859375,126.8499984741211,125.95999908447266,126.38999938964844,126.38999938964844,16789200,GLD
2018-02-05,126.81999969482422,127.30999755859375,126.44000244140625,126.70999908447266,126.70999908447266,13596300,GLD
2018-02-06,126.54000091552734,126.55000305175781,125.22000122070312,125.37999725341797,125.37999725341797,17672500,GLD
2018-02-07,125.4800033569336,125.7699966430664,124.41000366210938,124.79000091552734,124.79000091552734,8558500,GLD
2018-02-08,124.91999816894531,125.44000244140625,124.51000213623047,124.9800033569336,124.9800033569336,7343600,GLD
2018-02-09,124.6500015258789,125.13999938964844,124.38999938964844,124.7699966430664,124.7699966430664,14140700,GLD
2018-02-12,125.19000244140625,125.81999969482422,125.11000061035156,125.37000274658203,125.37000274658203,6984900,GLD
2018-02-13,125.66999816894531,126.18000030517578,125.5199966430664,126.08000183105469,126.08000183105469,5321300,GLD
2018-02-14,126.47000122070312,128.58999633789062,126.29000091552734,128.22999572753906,128.22999572753906,16416400,GLD
2018-02-15,128.42999267578125,128.57000732421875,127.94000244140625,128.3800048828125,128.3800048828125,7276500,GLD
2018-02-16,128.3000030517578,128.6999969482422,127.56999969482422,127.95999908447266,127.95999908447266,7956900,GLD
2018-02-20,127.27999877929688,127.4000015258789,126.04000091552734,126.23999786376953,126.23999786376953,11148700,GLD
2018-02-21,126.36000061035156,126.76000213623047,125.44000244140625,125.66000366210938,125.66000366210938,7908800,GLD
2018-02-22,125.91999816894531,126.37000274658203,125.87999725341797,126.30000305175781,126.30000305175781,5346300,GLD
2018-02-23,126.05999755859375,126.30000305175781,125.8499984741211,126.13999938964844,126.13999938964844,4239700,GLD
2018-02-26,126.44999694824219,126.62000274658203,126.18000030517578,126.44999694824219,126.44999694824219,3194300,GLD
2018-02-27,126.05999755859375,126.1500015258789,124.58999633789062,125.12999725341797,125.12999725341797,7082300,GLD
2018-02-28,125.08999633789062,125.45999908447266,124.80999755859375,125.0,125.0,4534900,GLD
2018-03-01,124.1500015258789,125.30999755859375,123.58000183105469,124.72000122070312,124.72000122070312,12910100,GLD
2018-03-02,125.66999816894531,125.69000244140625,124.97000122070312,125.38999938964844,125.38999938964844,9994300,GLD
2018-03-05,125.3499984741211,125.4800033569336,124.95999908447266,125.18000030517578,125.18000030517578,5778300,GLD
2018-03-06,126.19999694824219,126.95999908447266,126.12999725341797,126.52999877929688,126.52999877929688,8676800,GLD
2018-03-07,126.22000122070312,126.29000091552734,125.41999816894531,125.72000122070312,125.72000122070312,5158700,GLD
2018-03-08,125.69000244140625,125.69999694824219,125.12999725341797,125.41999816894531,125.41999816894531,3474900,GLD
2018-03-09,124.94000244140625,125.69000244140625,124.77999877929688,125.54000091552734,125.54000091552734,5066800,GLD
2018-03-12,125.04000091552734,125.56999969482422,124.83999633789062,125.54000091552734,125.54000091552734,2884300,GLD
2018-03-13,125.66999816894531,125.98999786376953,125.05000305175781,125.77999877929688,125.77999877929688,4798300,GLD
2018-03-14,125.48999786376953,125.76000213623047,125.33999633789062,125.69999694824219,125.69999694824219,3777000,GLD
2018-03-15,125.12000274658203,125.20999908447266,124.72000122070312,124.9000015258789,124.9000015258789,6130100,GLD
2018-03-16,124.83999633789062,124.87000274658203,124.20999908447266,124.5999984741211,124.5999984741211,7402200,GLD
2018-03-19,124.56999969482422,125.16000366210938,124.41999816894531,124.87000274658203,124.87000274658203,4335400,GLD
2018-03-20,124.41000366210938,124.55000305175781,123.95999908447266,124.30999755859375,124.30999755859375,3399400,GLD
2018-03-21,125.4000015258789,126.76000213623047,125.02999877929688,126.4800033569336,126.4800033569336,12532000,GLD
2018-03-22,126.08999633789062,126.33999633789062,125.63999938964844,125.9800033569336,125.9800033569336,5298700,GLD
2018-03-23,127.81999969482422,128.05999755859375,127.61000061035156,127.61000061035156,127.61000061035156,12025900,GLD
2018-03-26,128.0500030517578,128.5800018310547,128.00999450683594,128.27999877929688,128.27999877929688,6169800,GLD
2018-03-27,127.2300033569336,127.62000274658203,127.05000305175781,127.48999786376953,127.48999786376953,6180700,GLD
2018-03-28,126.4800033569336,126.61000061035156,125.51000213623047,125.7300033569336,125.7300033569336,10254900,GLD
2018-03-29,125.41999816894531,125.80999755859375,125.30999755859375,125.79000091552734,125.79000091552734,7102000,GLD
2018-04-02,126.6500015258789,127.54000091552734,126.37999725341797,127.26000213623047,127.26000213623047,11421100,GLD
2018-04-03,126.54000091552734,126.58999633789062,126.01000213623047,126.30000305175781,126.30000305175781,6083700,GLD
2018-04-04,127.5,127.52999877929688,126.31999969482422,126.44999694824219,126.44999694824219,7488300,GLD
2018-04-05,125.44999694824219,126.08000183105469,125.43000030517578,125.80000305175781,125.80000305175781,5333000,GLD
2018-04-06,126.56999969482422,126.5999984741211,126.12999725341797,126.38999938964844,126.38999938964844,6121200,GLD
2018-04-09,126.44999694824219,126.86000061035156,126.2300033569336,126.81999969482422,126.81999969482422,4189900,GLD
2018-04-10,127.0199966430664,127.30999755859375,126.66999816894531,127.12000274658203,127.12000274658203,5268800,GLD
2018-04-11,128.08999633789062,129.47000122070312,127.77999877929688,128.11000061035156,128.11000061035156,12348600,GLD
2018-04-12,127.25,127.33999633789062,126.47000122070312,126.62000274658203,126.62000274658203,8141300,GLD
2018-04-13,127.06999969482422,127.75,127.02999877929688,127.44999694824219,127.44999694824219,6821300,GLD
2018-04-16,127.73999786376953,128.0500030517578,127.56999969482422,127.62999725341797,127.62999725341797,4600000,GLD
2018-04-17,127.0199966430664,127.77999877929688,127.0,127.75,127.75,4184100,GLD
2018-04-18,128.32000732421875,128.5399932861328,127.75,127.8499984741211,127.8499984741211,6755600,GLD
2018-04-19,127.80999755859375,127.87999725341797,127.12999725341797,127.5999984741211,127.5999984741211,8736100,GLD
2018-04-20,126.69000244140625,126.97000122070312,126.55000305175781,126.62999725341797,126.62999725341797,10403100,GLD
2018-04-23,125.62000274658203,125.76000213623047,125.33999633789062,125.62000274658203,125.62000274658203,6921500,GLD
2018-04-24,125.77999877929688,126.33999633789062,125.66999816894531,126.2300033569336,126.2300033569336,4733100,GLD
2018-04-25,125.2300033569336,125.51000213623047,125.05999755859375,125.41000366210938,125.41000366210938,5985700,GLD
2018-04-26,125.54000091552734,125.56999969482422,124.69000244140625,124.97000122070312,124.97000122070312,7517100,GLD
2018-04-27,125.19999694824219,125.62000274658203,125.16999816894531,125.5,125.5,5654000,GLD
2018-04-30,124.41000366210938,125.19999694824219,124.19000244140625,124.58999633789062,124.58999633789062,9830600,GLD
2018-05-01,123.9000015258789,123.9800033569336,123.38999938964844,123.70999908447266,123.70999908447266,7551600,GLD
2018-05-02,123.9000015258789,124.54000091552734,123.58000183105469,123.6500015258789,123.6500015258789,7614000,GLD
2018-05-03,124.66000366210938,124.76000213623047,124.23999786376953,124.27999877929688,124.27999877929688,4857400,GLD
2018-05-04,124.0999984741211,124.6500015258789,124.0,124.54000091552734,124.54000091552734,5883600,GLD
2018-05-07,124.5,124.69999694824219,124.30000305175781,124.56999969482422,124.56999969482422,3397500,GLD
2018-05-08,124.13999938964844,124.94999694824219,123.79000091552734,124.58999633789062,124.58999633789062,5551100,GLD
2018-05-09,124.44999694824219,124.87000274658203,124.23999786376953,124.33000183105469,124.33000183105469,4405600,GLD
2018-05-10,125.22000122070312,125.37000274658203,124.75,125.18000030517578,125.18000030517578,5218400,GLD
2018-05-11,125.56999969482422,125.58999633789062,124.94000244140625,125.0,125.0,4299200,GLD
2018-05-14,125.16000366210938,125.20999908447266,124.44000244140625,124.48999786376953,124.48999786376953,3753200,GLD
2018-05-15,122.81999969482422,122.81999969482422,122.12999725341797,122.4800033569336,122.4800033569336,10911900,GLD
2018-05-16,122.37999725341797,122.61000061035156,122.02999877929688,122.29000091552734,122.29000091552734,4943300,GLD
2018-05-17,122.2300033569336,122.43000030517578,122.04000091552734,122.36000061035156,122.36000061035156,7781300,GLD
2018-05-18,122.05000305175781,122.6500015258789,122.01000213623047,122.41000366210938,122.41000366210938,6837100,GLD
2018-05-21,122.16000366210938,122.52999877929688,121.97000122070312,122.4800033569336,122.4800033569336,4126700,GLD
2018-05-22,122.69999694824219,122.73999786376953,122.33999633789062,122.41000366210938,122.41000366210938,4579600,GLD
2018-05-23,122.13999938964844,122.73999786376953,122.11000061035156,122.54000091552734,122.54000091552734,7007300,GLD
2018-05-24,123.0999984741211,123.81999969482422,123.08000183105469,123.58999633789062,123.58999633789062,8850100,GLD
2018-05-25,123.66000366210938,123.69999694824219,123.20999908447266,123.20999908447266,123.20999908447266,7920700,GLD
2018-05-29,122.83999633789062,123.63999938964844,122.66000366210938,123.19000244140625,123.19000244140625,9013200,GLD
2018-05-30,123.16999816894531,123.61000061035156,123.16999816894531,123.37000274658203,123.37000274658203,4573700,GLD
2018-05-31,123.26000213623047,123.77999877929688,123.0999984741211,123.0999984741211,123.0999984741211,7862500,GLD
2018-06-01,122.58000183105469,123.08999633789062,122.44000244140625,122.48999786376953,122.48999786376953,8059100,GLD
2018-06-04,122.8499984741211,122.93000030517578,122.37000274658203,122.37000274658203,122.37000274658203,4345400,GLD
