,open,high,low,close,adjclose,volume,ticker,ema_2_adjclose,ema_3_adjclose,ema_5_adjclose,ema_10_adjclose,ema_20_adjclose,ema_50_adjclose,ema_100_adjclose,ema_2_high,ema_3_high,ema_5_high,ema_10_high,ema_20_high,ema_50_high,ema_100_high,ema_2_low,ema_3_low,ema_5_low,ema_10_low,ema_20_low,ema_50_low,ema_100_low,diff_adjclose,isUp_adjclose,diff_ema_2_adjclose,isUp_ema_2_adjclose,diff_ema_3_adjclose,isUp_ema_3_adjclose,diff_ema_5_adjclose,isUp_ema_5_adjclose,diff_ema_10_adjclose,isUp_ema_10_adjclose,diff_ema_20_adjclose,isUp_ema_20_adjclose,diff_ema_50_adjclose,isUp_ema_50_adjclose,diff_ema_100_adjclose,isUp_ema_100_adjclose,diff_ema_2_high,isUp_ema_2_high,diff_ema_3_high,isUp_ema_3_high,diff_ema_5_high,isUp_ema_5_high,diff_ema_10_high,isUp_ema_10_high,diff_ema_20_high,isUp_ema_20_high,diff_ema_50_high,isUp_ema_50_high,diff_ema_100_high,isUp_ema_100_high,diff_ema_2_low,isUp_ema_2_low,diff_ema_3_low,isUp_ema_3_low,diff_ema_5_low,isUp_ema_5_low,diff_ema_10_low,isUp_ema_10_low,diff_ema_20_low,isUp_ema_20_low,diff_ema_50_low,isUp_ema_50_low,diff_ema_100_low,isUp_ema_100_low,pctChange_open,pctChange_adjclose,pctChange_low,pctChange_high,pctChange_ema_2_high,pctChange_ema_3_high,pctChange_ema_5_high,pctChange_ema_10_high,pctChange_ema_20_high,pctChange_ema_50_high,pctChange_ema_100_high,pctChange_ema_2_adjclose,pctChange_ema_3_adjclose,pctChange_ema_5_adjclose,pctChange_ema_10_adjclose,pctChange_ema_20_adjclose,pctChange_ema_50_adjclose,pctChange_ema_100_adjclose,pctChange_ema_2_low,pctChange_ema_3_low,pctChange_ema_5_low,pctChange_ema_10_low,pctChange_ema_20_low,pctChange_ema_50_low,pctChange_ema_100_low,volatility_2_adjclose,volatility_3_adjclose,volatility_5_adjclose,volatility_10_adjclose,volatility_20_adjclose,volatility_50_adjclose,volatility_100_adjclose,volatility_2_high,volatility_3_high,volatility_5_high,volatility_10_high,volatility_20_high,volatility_50_high,volatility_100_high,volatility_2_low,volatility_3_low,volatility_5_low,volatility_10_low,volatility_20_low,volatility_50_low,volatility_100_low,volatility_200_low,volatility_2_ema_2_low,volatility_3_ema_3_low,volatility_5_ema_5_low,volatility_10_ema_10_low,volatility_20_ema_20_low,volatility_50_ema_50_low,volatility_100_ema_100_low,rsi_14_ema_2_low,rsi_14_ema_3_low,rsi_14_ema_5_low,rsi_14_ema_10_low,rsi_14_ema_20_low,rsi_14_ema_50_low,rsi_14_ema_100_low,stoch_14_adjclose,stoch_25_adjclose,stoch_25_open,stoch_25_high,stoch_25_low,pctChange_high_9periods,pctChange_low_9periods,pctChange_high_18periods,pctChange_low_18periods,pctChange_high_48periods,pctChange_low_48periods,pctChange_high_98periods,pctChange_low_98periods,0.3pctChange-high_2periods_back,0.3pctChange-low_2periods_back,0.5pctChange-high_2periods_back,0.5pctChange-low_2periods_back,1pctChange-high_2periods_back,1pctChange-low_2periods_back,2pctChange-high_2periods_back,2pctChange-low_2periods_back,3pctChange-high_2periods_back,3pctChange-low_2periods_back,5pctChange-high_2periods_back,5pctChange-low_2periods_back,0.3pctChange-high_3periods_back,0.3pctChange-low_3periods_back,0.5pctChange-high_3periods_back,0.5pctChange-low_3periods_back,1pctChange-high_3periods_back,1pctChange-low_3periods_back,3pctChange-high_3periods_back,3pctChange-low_3periods_back,5pctChange-high_3periods_back,5pctChange-low_3periods_back,0.3pctChange-high_5periods_back,0.3pctChange-low_5periods_back,0.5pctChange-high_5periods_back,0.5pctChange-low_5periods_back,1pctChange-high_5periods_back,1pctChange-low_5periods_back,5pctChange-high_5periods_back,5pctChange-low_5periods_back,3pctChange-high_5periods_back,3pctChange-low_5periods_back
2019-08-30,2937.090087890625,2940.429931640625,2913.320068359375,2926.4599609375,2926.4599609375,3008450000,^GSPC,2925.52001953125,2912.9933268229165,2897.303955078125,2900.5169677734375,2892.914990234375,2945.0411962890626,2910.9112939453125,2935.4649658203125,2920.3199869791665,2907.80400390625,2918.8469970703127,2911.6459838867186,2958.9887939453124,2923.3703002929688,2909.4949951171875,2890.6800130208335,2877.726025390625,2885.910009765625,2871.452490234375,2930.142412109375,2896.322412109375,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,0.009180952809172638,0.0006427872591217021,0.0026328339729098094,0.0033884769290650762,0.008658988458107642,0.004775589409686587,0.0009238807198861387,0.001605949451544575,-8.705775012984862e-05,-0.00011914899020482039,0.00018321271127508254,0.006627077309293572,0.0066001107250328594,0.005507664166238824,0.001304226226642724,-9.660753711859815e-05,-0.0001882130102555113,0.0001658175301380016,0.01046587085982087,0.0061176567625822464,0.005475091856752545,0.0016861923384954292,-1.3756595258596072e-05,-0.00012407366901123762,0.00013809067772285744,1.8798828125,37.615325884857604,59.49739473220759,90.34540672544404,142.09108975923684,377.5558534780815,622.8847239724118,9.929931640625002,46.24160587262875,59.0647250814123,67.86349920216914,112.18235224204844,337.4309698702425,598.0339796021938,7.650146484375,56.83243367568887,65.40605474819007,98.14735361897247,146.60643406676812,406.9626770961221,643.8342075094388,2068.2896310428077,30.135009765625004,29.56470491377803,21.07000419839216,19.14761116874989,151.48349438258575,181.95582613892412,704.4823337853536,53.0434426870797,49.097082321895726,43.10944384277231,40.59142734443092,15.970175450756614,82.49141566640965,95.55141156390545,85.69601810536176,51.2751726165124,56.49907917863934,58.140360770010616,44.817905326366684,1.3763069853437893,2.2596039607460594,2.057229194613086,2.0274055679686653,3.7910763115849733,3.265250651319529,4.14699240919556,6.142919605926767,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
2019-09-03,2909.010009765625,2914.389892578125,2891.85009765625,2906.27001953125,2906.27001953125,3426790000,^GSPC,2916.364990234375,2919.1033528645835,2902.881982421875,2898.7789794921873,2895.991491699219,2944.1573974609373,2911.09189453125,2927.409912109375,2928.43994140625,2914.827978515625,2917.185986328125,2912.4619750976562,2957.99359375,2923.617099609375,2902.5850830078125,2903.6133626302085,2884.896044921875,2883.747021484375,2874.9389892578124,2929.04201171875,2896.4496142578123,False,0,False,0,True,1,True,1,False,0,True,1,False,0,True,1,False,0,True,1,True,1,False,0,True,1,False,0,True,1,False,0,True,1,True,1,False,0,True,1,False,0,True,1,-0.009560509648911308,-0.00689910050906084,-0.0073695887164281215,-0.008855861104627993,-0.00274404695839614,0.002780501610538444,0.0024155598520188004,-0.0005690639981659196,0.00028025083250282634,-0.0003363311808914915,8.4422871909684e-05,-0.0031293681929210893,0.002097507737283788,0.0019252475509079492,-0.0005991994877327933,0.0010634607222228531,-0.0003000972717254191,6.204262778908287e-05,-0.0023749523958527252,0.004474154714848355,0.0024915573852366535,-0.0007494995595602738,0.0012141935258531689,-0.00037554501995451517,4.391850434393163e-05,20.18994140625,19.318720701513893,54.75684705314467,87.01099658972488,133.17425409778252,379.48977583507906,622.4815561060575,26.0400390625,22.762059857452762,47.08261313736463,66.5790240988128,111.28693528185183,340.3110372472346,597.1394204985327,21.469970703125,18.84770443140206,60.13302894288284,93.67798802692678,138.25240088741404,408.3718160189832,643.6167238804371,2069.5070867601385,6.909912109375001,26.524245609318573,22.61109914234562,17.080604952050038,145.4726012167373,179.9645184166305,698.073366896921,51.55982795777185,52.13793523857702,46.069549095384254,39.53634639976065,20.347481895159973,76.9029477605502,95.6005841163614,70.27503016706606,43.09196790462403,44.49507792555253,47.250039381596416,35.70773104495003,0.5471151771115901,3.0590563982947683,0.17766544071058377,3.831743573452706,3.9193058509441547,3.145738909175433,4.212580588132875,6.0838116581980906,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2019-09-04,2924.669921875,2938.840087890625,2921.860107421875,2937.780029296875,2937.780029296875,3163260000,^GSPC,2922.0250244140625,2923.5033365885415,2916.606005859375,2902.5059814453125,2898.7919921875,2944.00599609375,2911.586494140625,2926.614990234375,2931.219970703125,2922.83798828125,2918.7070068359376,2915.183984375,2957.6719970703125,2924.0713012695314,2906.8551025390625,2909.0100911458335,2897.150048828125,2885.9730224609375,2878.660998535156,2928.598212890625,2896.8483154296873,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,False,0,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,0.005383244491013794,0.010842079212828093,0.010377443073535275,0.008389472999053904,-0.00027154443650401205,0.0009493209191580032,0.0027480214354549393,0.0005213999090016852,0.0009346076620460053,-0.0001087212225093781,0.0001553560691025524,0.0019407838863243487,0.00150730659112841,0.004727723524623029,0.0012857144264852849,0.0009670264903429704,-5.142434549110231e-05,0.0001699017507155176,0.0014711091696320011,0.0018586250446017694,0.004247641410795477,0.0007719127093945843,0.001294639396262287,-0.00015151671650648346,0.00013765168567481112,31.510009765625004,27.64650427343263,43.8406402828035,95.4114025287776,138.54806652530291,379.5409987484292,622.6188519114713,24.450195312500004,25.28263522998975,47.063555172528794,69.8707623138054,110.14670161752859,340.8387136341305,596.5464349427459,30.010009765625,26.781454360428544,60.38981957357624,100.27598243950543,142.62673120868715,408.1424821460978,643.9467781504939,2071.0575882712465,4.27001953125,16.315452412987973,33.95160141270506,17.267093119664523,137.2187066432834,177.67967480639587,691.359434051559,52.44499990390189,53.389184058231244,50.78285622117202,41.22938765030372,24.84823574924914,74.70482100504853,95.75882702535911,97.69413144343038,59.22779565577234,52.514296144604224,59.77063658162742,51.07543013454754,0.598025308703698,3.009972183529075,0.844916556459796,3.1911978378541206,3.5235172704380924,3.5146194573970058,4.159526099832056,6.13162426669045,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
2019-09-05,2960.60009765625,2985.860107421875,2960.60009765625,2976.0,2976.0,3890700000,^GSPC,2956.8900146484375,2940.0166829427085,2934.218017578125,2907.66298828125,2903.3929931640623,2945.1783984375,2912.2723950195314,2962.35009765625,2946.3633626302085,2942.00400390625,2924.42001953125,2919.8684936523437,2958.458798828125,2924.824501953125,2941.2301025390625,2924.7701009114585,2918.66005859375,2890.242041015625,2885.4055053710936,2929.4900146484374,2897.470615234375,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.012285207131413678,0.013009813642266721,0.013258673861890502,0.015999516178166306,0.0122103889787748,0.005166242069322147,0.006557330820881502,0.001957377935480231,0.001606934348724609,0.00026602062655767256,0.0002575862918481331,0.011931790434055678,0.005648478709600724,0.006038529607142129,0.0017767428797406115,0.0015872132215635215,0.0003982336806738207,0.00023557633623005891,0.011825494834597716,0.005417653865689154,0.0074245411535813766,0.0014792302358554998,0.002342931953213556,0.0003045148883473736,0.0002148196028675109,38.21997070312501,60.481059234085905,58.01497540683486,119.4792689379335,157.46038760171032,379.87146369480706,625.9234005367277,47.02001953125001,62.91536337553047,59.48452670598871,97.04766790359501,127.94840998231517,341.79427254457386,599.5680287888672,38.739990234375,59.69903696667562,57.935743956213194,122.09620808733405,153.29950515050385,409.1735975453059,647.0945372296098,2074.442151760209,34.37500000000001,19.040879197253457,47.5919484427117,20.524453075027257,127.6619455902385,175.10173254849593,684.4273543314455,58.9485177451489,56.93025890322092,57.76117484580883,44.4423413248566,32.31195281941248,76.17831726560054,96.00062791081528,93.46537312756655,80.3676327141092,72.32464702439621,85.51732140193124,72.32464702439621,4.873362629646993,0.42640208002855395,3.578594997653628,1.9839019799130053,2.9308975041099306,4.066949451381552,4.3969050128015,5.917698821480332,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
2019-09-06,2980.330078125,2985.030029296875,2972.510009765625,2978.7099609375,2978.7099609375,3208280000,^GSPC,2977.35498046875,2964.163330078125,2945.043994140625,2913.2389892578126,2905.4239868164063,2946.4769970703123,2913.0036938476565,2985.445068359375,2969.9100748697915,2952.910009765625,2929.0150146484375,2922.1839965820313,2959.50759765625,2925.578801269531,2966.5550537109375,2951.65673828125,2932.028076171875,2897.042041015625,2889.307507324219,2930.6804150390626,2898.2309155273438,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.006664182874400737,0.0009106051537297599,0.0040228033900300275,-0.0002780030192762739,0.007796165187023973,0.007991788296798141,0.0037069989860294417,0.0015712500552242936,0.0007930161699820637,0.00035450851252005755,0.00025789558173583416,0.006921111613529485,0.008213098679170638,0.003689561067938385,0.001917691630369589,0.0006995241970777499,0.00044092359006198123,0.0002511093499961703,0.008610326390313006,0.009192735306413624,0.004580189987787087,0.0023527441312873876,0.001352323597449967,0.0004063507247584752,0.0002624013817331683,2.7099609375000004,39.64447851178211,70.65076257105837,138.84775577605,171.49602888850484,379.9442393696611,629.3960433318355,0.830078125,46.6105243133179,70.31108616324872,114.13413660893755,142.66512980942102,341.7671653174623,602.3716001536742,11.909912109375,45.869627517829485,75.18971390426255,147.26687557090665,176.29586117671556,411.0491663195075,651.4290045056484,2080.65968029291,25.324951171875004,37.34973687179659,51.04524577793928,26.627702092527045,116.60930446116929,172.2465551186102,677.212256646702,62.96674610888437,62.205493419102815,61.42204768715424,49.20581528675176,36.25630075489038,78.01895779762137,96.27970217381963,95.26135595085155,95.63323139683813,96.62267642195447,99.49305107212243,91.84677021347024,3.7340528000200823,1.5081370033394825,2.0346386475721623,3.444943008242729,2.14719348609147,4.797372667333011,4.232312572742436,6.066029229507719,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
2019-09-09,2988.429931640625,2989.429931640625,2969.389892578125,2978.429931640625,2978.429931640625,4002890000,^GSPC,2978.5699462890625,2977.7132975260415,2955.43798828125,2926.3709716796875,2908.41298828125,2947.547197265625,2913.717392578125,2987.22998046875,2986.7733561197915,2962.710009765625,2935.2570068359373,2924.8679931640627,2960.7101953125,2926.3125,2970.949951171875,2967.5,2943.242041015625,2910.484033203125,2892.7695068359376,2931.6968115234376,2898.91771484375,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.002717770617112647,-9.401025965849463e-05,-0.0010496574199075903,0.0014739893068300702,0.0005978713620597986,0.005678044393562676,0.0033187601273285683,0.002131089173760703,0.0009184899325882512,0.0004063505892679675,0.0002507875467754328,0.00040806884912369945,0.004571262086141337,0.0035293171040244875,0.004507691428783378,0.0010287660177676905,0.0003632134906794704,0.0002450044028354803,0.0014814818472490554,0.005367582725075204,0.003824644427822488,0.004639902354605763,0.0011982108179702244,0.0003468124600551903,0.0002369719102528478,0.280029296875,2.5813632516847593,72.64901206468973,131.24688224125353,186.14257147993396,380.61374797330814,632.7527759933959,4.39990234375,4.049186046590269,76.26165004209825,129.01446306271816,157.37844057685678,341.63358667282415,605.6598023575012,3.1201171875,10.69676662572986,78.5807323146166,145.65246898588964,193.53264710433584,412.6597388338038,655.3019470972667,2084.9583382513706,4.3948974609375,37.41486661132851,53.917095335126646,37.95192536541417,104.62179478820393,169.0692409570502,669.770897006672,63.63203396834272,64.93122389373319,64.22328642663052,57.04594790774324,39.618264512354116,79.47706918887435,96.51619154355359,92.87841332262735,93.42537074949547,99.40230643177232,100.0,88.02219754531221,4.191820017547543,0.5614836319599248,5.239380020692552,0.5312288731904147,1.8489668895349087,5.075324068283926,4.126934286622208,6.160995949557746,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1
2019-09-10,2971.010009765625,2979.389892578125,2957.010009765625,2979.389892578125,2979.389892578125,4390770000,^GSPC,2978.909912109375,2978.84326171875,2970.061962890625,2936.47197265625,2913.2474853515623,2948.299794921875,2914.5067919921876,2984.409912109375,2984.6166178385415,2975.710009765625,2945.268994140625,2928.4584838867186,2961.4183935546876,2926.926398925781,2963.199951171875,2966.3033040364585,2956.2740234375,2920.5850341796877,2896.9630126953125,2932.2560107421873,2899.5333154296877,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,-0.005829121737325305,0.0003223043548219451,-0.0041691671556648435,-0.003358512924566126,-0.0009440412615745464,-0.0007220963977165873,0.004387874600332076,0.003410940602942336,0.001227573596841891,0.0002391987717367261,0.0002097858399543462,0.0001141372626605186,0.0003794738041595913,0.004948158163819105,0.003451715819462464,0.001662245729816103,0.00025533014601042403,0.0002709251817192282,-0.0026085932537984746,-0.0004032673845126844,0.00442776443128623,0.0034705570830588783,0.0014496508793615526,0.00019074251353412564,0.00021235531549779196,0.9599609375000001,0.8550580246198289,40.453747736587054,129.05954200176944,196.88553313250358,381.8879446015525,635.9966741887538,10.0400390625,8.717014030509246,46.78482899589237,119.215157826374,165.26058503311376,341.6992220099858,607.9157827998183,12.379882812500002,14.199412482919959,45.26598453734851,138.52008263243562,202.54161847395756,413.4232603043516,657.8594215885089,2084.705832519014,7.75,15.28009999259142,50.94240146023841,49.2120638404411,92.98177085867707,165.55680758707032,662.1817453457181,61.53279440368858,64.55252730504284,67.20367010744417,61.81554280763381,43.505131688225845,80.25318677855115,96.7176006868423,93.49990832474536,93.87503425596054,88.76285343214937,93.87503425596054,80.22209777544771,3.5142694201928393,1.2081238975189978,4.980679488707329,0.7757440347331945,1.0734927791236526,5.798076894083948,3.214394583780944,6.983375072286913,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
2019-09-11,2981.409912109375,3000.929931640625,2975.31005859375,3000.929931640625,3000.929931640625,3927550000,^GSPC,2990.159912109375,2986.2499186197915,2982.691943359375,2949.648974609375,2916.977978515625,2949.0317919921877,2915.465791015625,2990.159912109375,2989.9165852864585,2988.127978515625,2955.4829833984377,2931.3394775390625,2961.8783935546876,2927.85169921875,2966.1600341796875,2967.2366536458335,2966.964013671875,2932.05703125,2901.876013183594,2932.7178125,2900.3674169921874,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.0035004602170862764,0.007229681189480308,0.0061887003316487554,0.007229681189480308,0.0019266790318144267,0.0017757615555176187,0.004173111193378043,0.0034679308674800957,0.000983791871455919,0.00015533097282083297,0.0003161337754542526,0.0037765492518817556,0.002486420482817886,0.00425242995821451,0.004487358325169222,0.0012805273780620574,0.0002482776926462371,0.0003290433311298191,0.0009989481157495206,0.00031465076686698623,0.0036160349648319823,0.003927979132966497,0.0016959141234289543,0.000157490258736237,0.00028766752154951725,21.5400390625,22.035707474713995,22.976368015404894,119.62120780091372,215.3692175503134,385.1951592736208,641.757399335762,21.5400390625,18.668498429029736,17.91227792160539,118.72292394313976,180.09075752018487,343.602080467761,612.0949757151727,18.300048828125,16.174078817985336,17.531437754521004,130.59011155489114,215.77506282049018,415.2019973278962,662.1555721062144,2087.068185869145,2.9600830078125004,1.0891680432229698,42.75523161064982,60.10943755308032,82.2270308712639,161.81892943506668,654.4313885986096,62.04779774888775,64.72532820220499,69.45173955630106,66.38134402435298,47.74882875916775,80.89571562255938,96.97295781208379,100.0,100.0,88.87240438679508,100.0,85.39511774202528,2.610626191660792,2.445822216731164,3.8858579924515135,2.1868093167082936,1.2563517866643892,5.627649715860084,3.4411130060210127,6.779056841959175,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1
2019-09-12,3009.080078125,3020.739990234375,3000.919921875,3009.570068359375,3009.570068359375,3791860000,^GSPC,3005.25,2996.6299641927085,2989.40595703125,2961.8119873046876,2925.426477050781,2949.7629931640627,2916.4817919921875,3010.8349609375,3000.353271484375,2995.103955078125,2968.5539794921874,2937.668981933594,2962.828994140625,2928.9639990234373,2988.114990234375,2977.7466634114585,2975.027978515625,2946.8440185546874,2909.9400146484377,2933.6178125,2901.413115234375,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.00928089958487055,0.002879153101061016,0.008607460324102867,0.006601306609954616,0.006914362253468864,0.0034906278821542625,0.002334564186225352,0.004422626070653246,0.0021592532843877077,0.0003209451772248073,0.0003799030548521376,0.005046582234453201,0.003475946707673483,0.0022509913190409403,0.004123545818506491,0.0028963189291730806,0.00024794618147572223,0.0003484866739624781,0.007401811028972194,0.003542019391244544,0.0027179179816778642,0.005043212716221879,0.0027788924916873903,0.00030688257702937705,0.00036053992196327656,8.640136718750002,26.92088645946978,33.06418737477901,111.46227034413941,218.55235851516963,389.2313195726039,648.5650329143288,19.81005859375,35.82068034307722,36.60188834466085,110.31015745707082,196.33264346740245,348.4546686448293,618.7979163391832,25.609863281250004,38.20233805576877,35.93827482001801,113.83147392653022,226.80093891196424,420.17675393587,669.7284392801239,2090.051746186544,21.954956054687504,11.0064054209485,38.91354174161527,72.74723454789748,74.62848188215352,157.90797560446444,646.5921015499221,65.71425303242454,66.69422825472742,71.06309923817862,71.16703866002057,53.87339503940804,82.11697577260104,97.26067886581241,93.98723114570109,94.27858270119125,94.02760166170206,100.0,89.84783571058772,3.2216408409931674,1.1826528892663446,3.3208520559453003,3.0331925710234464,1.7483502797614792,5.169100169974284,3.4792941391630805,6.744648074120995,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2019-09-13,3012.2099609375,3017.330078125,3002.89990234375,3007.389892578125,3007.389892578125,3520060000,^GSPC,3008.47998046875,3005.9632975260415,2995.141943359375,2970.09296875,2933.415966796875,2949.9943896484374,2917.2188916015625,3019.0350341796875,3013.0,3001.56396484375,2977.2369873046873,2945.7019897460937,2963.2587939453124,2929.77419921875,3001.909912109375,2993.0432942708335,2981.10595703125,2956.5670166015625,2918.8095092773438,2934.116611328125,2902.3568139648437,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.0010401460683127084,-0.0007244143620946941,0.0006597911708063897,-0.0011288333720872457,0.0027235213316487705,0.004215079816040523,0.002156856610827207,0.002924995763083693,0.002734483654183606,0.00014506399307467888,0.0002766166451968477,0.001074779292488115,0.0031146098933998445,0.0019187712912103194,0.002795917323856978,0.0027310512873146564,7.84457886653378e-05,0.0002527358858879225,0.004616596724049682,0.005136981949247055,0.0020429987749754908,0.003299461385012137,0.003047999128592993,0.00017002856541159517,0.00032525486478074406,2.1801757812500004,7.782551775540538,33.89510102762381,111.48910156112879,217.0648556225192,390.7971025802144,654.6989523771759,3.409912109375,18.344355082541664,39.61717617563323,111.1982911055228,192.2543265465661,351.1840648110471,625.0419861145668,1.97998046875,26.655064228921816,44.98669990541694,116.25371186641352,226.66109385263985,423.5887448744676,677.3467856271265,2094.3559222747367,13.794921875000002,22.476987357054917,33.76818796391192,85.12052734207306,72.47631824040901,153.81242725975272,638.6412511821338,67.8180013410063,69.37360576458462,72.25117943010734,73.80731751168805,59.49682554063119,82.77421581098167,97.49233038970031,92.03882025105626,93.16186088622443,95.63077900412924,98.25338705603117,90.86201420099992,3.938724548436401,0.4961659370289917,4.145132409953822,2.2596039607460594,1.6226880370326935,5.286219155391381,2.996724395826922,7.179539050310635,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2019-09-16,2996.409912109375,3002.18994140625,2990.669921875,2997.9599609375,2997.9599609375,4274640000,^GSPC,3002.6749267578125,3004.9733072916665,2999.04794921875,2977.24296875,2938.8799682617187,2950.145390625,2917.9259912109374,3009.760009765625,3013.4200032552085,3004.115966796875,2983.41298828125,2951.129992675781,2963.4219921875,2930.4277978515624,2996.784912109375,2998.1632486979165,2985.361962890625,2964.302001953125,2925.106005859375,2934.5706103515627,2903.0030126953125,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,-0.005245334499593635,-0.0031355866640028207,-0.004072723322946725,-0.005017726376213449,-0.003072181776314742,0.00013939703126730763,0.0008502240775194458,0.0020744069091234163,0.0018426856988866813,5.507390799652789e-05,0.00022308839807072545,-0.0019295636828645657,-0.00032934208983514957,0.0013041137726494956,0.0024073320516322383,0.001862675299613148,5.118686906402381e-05,0.00024238825938316388,-0.0017072464364524809,0.0017106182315782537,0.0014276600431919473,0.0026162049796705222,0.0021572139469936413,0.00015473107704200295,0.00022264620509782063,9.429931640625,10.68810955079272,26.727041022483824,103.00130890769991,220.83287814680472,391.6658162493945,659.5934692399748,15.140136718750002,17.101981639275504,36.677820844882824,105.48835976554123,191.95328329197963,352.0074733435515,629.1907940259432,12.22998046875,11.37003177058503,43.050520650038166,109.83746882646923,229.9976602127417,426.0410988196846,682.6913167971651,2097.648899658194,5.125,18.39888316953566,25.952230820039738,95.02410413944635,75.01262090914445,149.3632900606527,630.5697793025126,66.19300798743669,70.23668506027055,73.08452201805393,75.71270649160178,62.95003137780269,83.37318740516224,97.6395304630438,86.41538716881801,88.33169514119716,87.53773469290775,90.49836055733547,84.59761749339096,2.8238996831003504,1.5634231012053634,3.293293422821697,3.0590563982947683,1.1663579973759441,5.711525198792944,2.88647925186718,7.278891773805807,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1
