,open,high,low,close,adjclose,volume,ticker,ema_2_adjclose,ema_3_adjclose,ema_5_adjclose,ema_10_adjclose,ema_20_adjclose,ema_50_adjclose,ema_100_adjclose,ema_2_high,ema_3_high,ema_5_high,ema_10_high,ema_20_high,ema_50_high,ema_100_high,ema_2_low,ema_3_low,ema_5_low,ema_10_low,ema_20_low,ema_50_low,ema_100_low,diff_adjclose,isUp_adjclose,diff_ema_2_adjclose,isUp_ema_2_adjclose,diff_ema_3_adjclose,isUp_ema_3_adjclose,diff_ema_5_adjclose,isUp_ema_5_adjclose,diff_ema_10_adjclose,isUp_ema_10_adjclose,diff_ema_20_adjclose,isUp_ema_20_adjclose,diff_ema_50_adjclose,isUp_ema_50_adjclose,diff_ema_100_adjclose,isUp_ema_100_adjclose,diff_ema_2_high,isUp_ema_2_high,diff_ema_3_high,isUp_ema_3_high,diff_ema_5_high,isUp_ema_5_high,diff_ema_10_high,isUp_ema_10_high,diff_ema_20_high,isUp_ema_20_high,diff_ema_50_high,isUp_ema_50_high,diff_ema_100_high,isUp_ema_100_high,diff_ema_2_low,isUp_ema_2_low,diff_ema_3_low,isUp_ema_3_low,diff_ema_5_low,isUp_ema_5_low,diff_ema_10_low,isUp_ema_10_low,diff_ema_20_low,isUp_ema_20_low,diff_ema_50_low,isUp_ema_50_low,diff_ema_100_low,isUp_ema_100_low,pctChange_open,pctChange_adjclose,pctChange_low,pctChange_high,pctChange_ema_2_high,pctChange_ema_3_high,pctChange_ema_5_high,pctChange_ema_10_high,pctChange_ema_20_high,pctChange_ema_50_high,pctChange_ema_100_high,pctChange_ema_2_adjclose,pctChange_ema_3_adjclose,pctChange_ema_5_adjclose,pctChange_ema_10_adjclose,pctChange_ema_20_adjclose,pctChange_ema_50_adjclose,pctChange_ema_100_adjclose,pctChange_ema_2_low,pctChange_ema_3_low,pctChange_ema_5_low,pctChange_ema_10_low,pctChange_ema_20_low,pctChange_ema_50_low,pctChange_ema_100_low,volatility_2_adjclose,volatility_3_adjclose,volatility_5_adjclose,volatility_10_adjclose,volatility_20_adjclose,volatility_50_adjclose,volatility_100_adjclose,volatility_2_high,volatility_3_high,volatility_5_high,volatility_10_high,volatility_20_high,volatility_50_high,volatility_100_high,volatility_2_low,volatility_3_low,volatility_5_low,volatility_10_low,volatility_20_low,volatility_50_low,volatility_100_low,volatility_200_low,volatility_2_ema_2_low,volatility_3_ema_3_low,volatility_5_ema_5_low,volatility_10_ema_10_low,volatility_20_ema_20_low,volatility_50_ema_50_low,volatility_100_ema_100_low,rsi_14_ema_2_low,rsi_14_ema_3_low,rsi_14_ema_5_low,rsi_14_ema_10_low,rsi_14_ema_20_low,rsi_14_ema_50_low,rsi_14_ema_100_low,stoch_14_adjclose,stoch_25_adjclose,stoch_25_open,stoch_25_high,stoch_25_low,pctChange_high_9periods,pctChange_low_9periods,pctChange_high_18periods,pctChange_low_18periods,pctChange_high_48periods,pctChange_low_48periods,pctChange_high_98periods,pctChange_low_98periods,0.3pctChange-high_2periods_back,0.3pctChange-low_2periods_back,0.5pctChange-high_2periods_back,0.5pctChange-low_2periods_back,1pctChange-high_2periods_back,1pctChange-low_2periods_back,2pctChange-high_2periods_back,2pctChange-low_2periods_back,3pctChange-high_2periods_back,3pctChange-low_2periods_back,5pctChange-high_2periods_back,5pctChange-low_2periods_back,0.3pctChange-high_3periods_back,0.3pctChange-low_3periods_back,0.5pctChange-high_3periods_back,0.5pctChange-low_3periods_back,1pctChange-high_3periods_back,1pctChange-low_3periods_back,3pctChange-high_3periods_back,3pctChange-low_3periods_back,5pctChange-high_3periods_back,5pctChange-low_3periods_back,0.3pctChange-high_5periods_back,0.3pctChange-low_5periods_back,0.5pctChange-high_5periods_back,0.5pctChange-low_5periods_back,1pctChange-high_5periods_back,1pctChange-low_5periods_back,5pctChange-high_5periods_back,5pctChange-low_5periods_back,3pctChange-high_5periods_back,3pctChange-low_5periods_back
2018-09-14,2906.3798828125,2908.300048828125,2895.77001953125,2904.97998046875,2904.97998046875,3149800000,^GSPC,2904.5799560546875,2899.3599446614585,2892.619921875,2889.9669677734373,2883.636474609375,2844.3597998046876,2782.9310009765627,2907.530029296875,2903.2366536458335,2897.831982421875,2896.572998046875,2889.890490722656,2851.0495849609374,2791.0842016601564,2896.0799560546875,2890.4532877604165,2882.815966796875,2879.9269775390626,2874.4589965820314,2834.36900390625,2771.4180883789063,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.003289706003068771,0.00027548183892078804,-0.00021401574714208227,0.0005298129385729045,0.002352901568958732,0.0018150628566082627,0.0016930901546077237,-0.00014359433621602413,0.0010012133501591247,0.0011972718433201912,0.0008058915743118789,0.0027722737394217933,0.0019686796541047435,0.002307727746903021,0.00013324064560893412,0.0011159829995883719,0.0011852891469048554,0.0009726541795225252,0.002868982875801951,0.003354402861741379,0.0022005949268781855,1.909976670311231e-05,0.0011202480857870345,0.001269970684709909,0.0010057305968240726,0.8000488281250001,15.675354193925669,26.51436783931319,37.34186247709221,84.4436176234119,277.98021277536327,737.7638797435793,1.5400390625000002,12.948994577253206,20.811276424997367,26.902324900640874,79.9395897049438,276.3486088574396,719.4955788347376,0.6198730468750001,16.8885389182077,28.93020759156925,37.951275152649956,81.88122609209908,286.53371622339125,765.5370988678827,,8.2850341796875,14.342880237282094,11.516394555241796,7.302042604632568,73.83134568490483,240.4365267194352,,68.45649081281398,69.01979459337049,68.63868932099723,88.9230723682522,99.34534090396053,99.86839673129727,99.6328123122286,78.00678636016183,89.89560692527597,91.12348362367099,92.80769189588531,81.81740312858015,0.39976519104776287,1.1254057639445203,1.8700938816122337,0.4310169865581748,4.3903698225614685,0.8271807510401685,9.235895442472275,2.8199376533417198,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1
2018-09-17,2903.830078125,2904.64990234375,2886.159912109375,2888.800048828125,2888.800048828125,2947760000,^GSPC,2896.8900146484375,2899.3199869791665,2894.953955078125,2888.694970703125,2885.5699829101563,2846.9393994140623,2785.4250024414064,2906.4749755859375,2906.5699869791665,2901.3759765625,2896.4059814453126,2892.3414916992188,2853.854384765625,2793.6777001953124,2890.9649658203125,2892.7732747395835,2884.8599609375,2879.369970703125,2877.0804931640623,2837.4218017578123,2774.15298828125,False,0,False,0,False,0,True,1,False,0,True,1,True,1,True,1,False,0,True,1,True,1,False,0,True,1,True,1,True,1,False,0,True,1,True,1,False,0,True,1,True,1,True,1,-0.0008773129426675741,-0.005569722252617426,-0.003318670805021573,-0.0012550790575566184,-0.00036286941159902053,0.0011481438583889059,0.001222981236359555,-5.7660069908482825e-05,0.0008481293614519547,0.000983777981092615,0.0009292082745526731,-0.0026475227132997103,-1.3781552844260858e-05,0.0008068924594879512,-0.0004401424253276387,0.0006705104189816957,0.0009069174756133336,0.0008961779734992792,-0.0017661771470367515,0.0008026377693044484,0.0007090269251202042,-0.00019341005528328292,0.0009119965131345609,0.001077064365068603,0.0009868232850942515,16.179931640625004,15.795110973809635,19.679333274555628,35.06632055231057,76.80042521365914,267.6862150894356,730.8758144036142,3.6501464843750004,3.1739441550217204,16.252585549319466,26.27448349097504,72.50933851559216,266.90669194244657,713.1298738253395,9.610107421875002,9.934558562159978,27.671696141519668,36.40368397394999,70.41173803951563,272.00191496370064,757.0565790490808,,5.114990234375001,11.00822818356736,15.086902570705806,4.572925278792214,73.72925280302564,241.57118429440484,,64.95845374719202,69.88263098748314,69.56172897789321,87.47317631813011,99.39013644457971,99.87860566656899,99.66629001284232,47.11719521971773,75.70393053310063,88.88700921871153,89.60609013137467,73.38822446117113,0.6819895626209771,0.8474686575207335,1.910669795252784,0.27220575984590045,5.136227549389716,0.11715849118310029,10.137646427441037,2.0177085272338413,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
2018-09-18,2890.739990234375,2911.169921875,2890.429931640625,2904.31005859375,2904.31005859375,3074610000,^GSPC,2896.5550537109375,2899.3633626302085,2898.23798828125,2889.4539794921875,2887.9329833984375,2849.3422021484375,2787.7987036132813,2907.909912109375,2908.0399576822915,2905.10595703125,2897.50498046875,2894.9119873046875,2856.38478515625,2796.024599609375,2888.294921875,2890.78662109375,2889.58994140625,2879.8999755859377,2879.0709838867188,2839.81580078125,2776.5856884765626,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,-0.004507869792118591,0.005369014643958003,0.001479481269674121,0.0022446834387817027,0.0004937033814125247,0.0005057406873771875,0.0012855901816521964,0.000379435421165919,0.0008887247971396395,0.0008866606523909581,0.0008400752219550611,-0.0001156277717849763,1.4960629125759795e-05,0.0011343991144883159,0.00026275144892773383,0.0008189025053200183,0.000843995040733736,0.0008521863520987161,-0.0009235822560564877,-0.0006867643804585599,0.001639587547678678,0.00018406974032703083,0.0006918439464540516,0.0008437233484124285,0.0008769163797341939,15.510009765625002,15.85558870153822,19.15503361064672,37.71754019879377,72.76145898380983,265.8937637499641,730.552000155472,6.520019531250001,5.659964458613863,14.108811430670906,30.05489205594812,66.1380679305825,263.39630779260176,712.7886604580979,4.27001953125,8.339777279446924,16.002159354635506,37.69825346471571,65.7646293953861,268.367784019701,754.9196227066388,,2.6700439453125,2.1725841074982744,16.548561300382463,3.919419512531669,73.3550625141228,242.64812063065835,,63.14459184766865,68.1326994699777,71.64176000527884,87.67903591955152,99.42245140672448,99.88606953941218,99.69309430232583,76.72781848350952,89.30800775185499,77.40548411619217,95.32490336948725,77.13352677280855,1.150774742793681,0.4840058860789087,2.0833194470436744,0.10325417720956631,4.224364139791015,0.9834584387996448,9.8576143724042,2.2668348099206037,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
2018-09-19,2906.60009765625,2912.360107421875,2903.820068359375,2907.949951171875,2907.949951171875,3280020000,^GSPC,2906.1300048828125,2900.3533528645835,2902.043994140625,2891.38896484375,2890.182482910156,2851.6243994140623,2790.179104003906,2911.7650146484375,2909.393310546875,2908.647998046875,2899.3199951171873,2896.8684936523437,2858.7203857421873,2798.374699707031,2897.125,2893.469970703125,2894.51396484375,2882.589990234375,2881.1959838867188,2842.16740234375,2779.0337890625,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.0054865216088109126,0.0012532727238796504,0.004632576134149691,0.00040883410409398024,0.0013257297012567726,0.00046538317364186454,0.0012192467565776965,0.0006264060495742019,0.0006758431193196746,0.0008176771554291307,0.0008405148144920993,0.0033056341047645876,0.0003414509016479439,0.0013132137094207241,0.0006696716283753901,0.0007789306485468384,0.0008009558360184688,0.0008538637985373576,0.003057194076035552,0.0009282420189007379,0.0017040561246912667,0.0009340653047820169,0.0007380853101202067,0.0008280824276887255,0.0008816945920659958,3.639892578125,17.614312088274318,16.904130735184403,41.95608452578462,70.37748297741058,266.07400012112174,730.5325905571743,1.190185546875,7.189383098210673,7.054271176826325,33.16359691299538,64.18149398412561,261.7705325169671,712.0074151598199,13.39013671875,15.959479109972092,14.923549559971475,44.34675001173112,67.40175568314994,270.16721852584567,756.0996593576846,,8.830078125,2.4116947470066634,15.277762167419946,4.221116559153737,72.68000544760461,243.67680597915734,,66.47828476597604,69.25265110098739,73.65973344818832,88.69453181579162,99.45561492802992,99.89302720596282,99.71767060484598,90.67020202020203,92.50061565146632,91.3166375793655,96.36883411672751,88.87822949345268,1.4165985329015696,0.26325407542218127,1.4544197616420895,0.7186831460254339,4.112002562974948,0.706099249392067,10.654979054631353,1.5574713793560901,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2018-09-20,2919.72998046875,2934.800048828125,2919.72998046875,2930.75,2930.75,3337730000,^GSPC,2919.3499755859375,2914.336669921875,2907.3580078125,2896.6589599609374,2893.6289794921877,2854.7589990234374,2793.006103515625,2923.580078125,2919.443359375,2914.256005859375,2903.5949951171874,2900.231494140625,2861.6981884765623,2800.8939990234376,2911.7750244140625,2904.6599934895835,2899.181982421875,2887.833984375,2884.37998046875,2845.1466015625,2781.7506884765626,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.004517264973288748,0.007840591898404803,0.005478959348319323,0.007705071000342345,0.004057698137426513,0.0034543452037552047,0.0019280462318802538,0.0014744836745166356,0.0011609089248096893,0.0010416558223835803,0.0009002723318896066,0.004548994945481777,0.004821246019379277,0.001831127881797956,0.001822651736333336,0.001192484074071798,0.0010992329880537,0.0010131964316062447,0.0050567457096475366,0.0038673367616597343,0.0016127120597178024,0.0018191952925634691,0.0011050954533595725,0.0010482138442280409,0.0009776417346041288,22.800048828125004,24.82097445823067,33.668949820274904,54.54781438343953,74.75624046902365,265.58868234350734,729.675037024108,22.43994140625,23.058083308978297,26.526559701048665,47.29420432512309,67.00942702944621,261.8550776723273,715.2882403007222,15.909912109375,25.405845055915687,29.61305167831787,54.16298896459847,72.29792887502671,271.061980449582,757.366336126397,,14.6500244140625,12.745341045386871,15.112004513186143,8.083243456540552,71.83977823836801,244.80389835707697,,71.14215769281438,73.44401025807485,75.44373619193368,90.36218030592755,99.50177786850459,99.90125457940944,99.7423311409287,94.26987444085594,96.08161317828907,85.41984065683586,100.0,85.41984065683586,2.0044338755833335,0.4521786000249106,1.3138928147524487,1.187192937373105,4.873093860440192,0.32839633761572173,11.600813415261602,1.3351128648954158,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2018-09-21,2936.760009765625,2940.909912109375,2927.110107421875,2929.669921875,2929.669921875,5607610000,^GSPC,2930.2099609375,2922.7899576822915,2912.29599609375,2902.457958984375,2897.2634765625,2857.3865966796875,2795.7548022460937,2937.85498046875,2929.356689453125,2920.777978515625,2909.30498046875,2903.83798828125,2864.5319873046874,2803.750397949219,2923.4200439453125,2916.88671875,2905.45,2894.1329833984373,2888.033984375,2848.058203125,2784.7676904296877,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,0.0058327411818202,-0.00036853301202766087,0.002527674477603714,0.0020818669686508695,0.0048826787576501385,0.0033956233630261234,0.00223795460767251,0.0019665226593807983,0.00124351940454126,0.0009902507677210792,0.0010198168608941405,0.0037200011791607146,0.002900587240884267,0.0016984452096993063,0.0020019612607471426,0.0012560342380003586,0.0009204271383851381,0.0009841363135614234,0.003999285464574509,0.00420934818113694,0.002161995216626078,0.0021812192312711254,0.0012668247356424356,0.0010233573064042378,0.0010845694999279676,1.080078125,22.279653528129117,39.95507476147899,55.851046966567694,72.55255615177438,269.55043955768866,728.8582147834627,6.109863281250001,26.038171473055858,35.79810318368866,54.65027778945769,70.12134740028198,265.6646818975018,713.5790465208048,7.380126953125,20.61574030577384,39.89744223023819,59.84943046100035,76.80015293292347,275.25902855188235,754.5447631954731,,11.645019531250002,20.286122222490324,17.979936932031315,14.913186725199562,70.49078261333032,246.1776584902202,,74.21331807084773,77.11484567032153,77.63422808617202,91.90652732423905,99.54903931763323,99.9086492222468,99.76670064383146,85.36265105824228,89.51297126027029,96.1280976016437,100.0,87.12463753590472,1.8359432493431083,0.730978813821892,1.4974837890902482,1.1527065255325986,4.675476891256691,0.722893639222455,10.418559535254479,2.583137721635209,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
2018-09-24,2921.830078125,2923.7900390625,2912.6298828125,2919.3701171875,2919.3701171875,3372210000,^GSPC,2924.52001953125,2926.5966796875,2918.410009765625,2906.681982421875,2899.4974853515623,2859.7477978515626,2798.5918041992186,2932.3499755859375,2933.1666666666665,2924.606005859375,2912.9909912109374,2906.2194946289064,2866.9171875,2806.3795971679688,2919.8699951171875,2919.8233235677085,2910.743994140625,2897.8019775390626,2890.5479736328125,2850.477001953125,2787.5769897460937,False,0,False,0,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,-0.005083810590916005,-0.0035156877607932513,-0.004946935399751218,-0.005821284418262129,-0.0018738177750129426,0.0013006190837936416,0.0013106190788576555,0.0012669729598420165,0.0008201236974194615,0.0008326666296218921,0.0009377436809898665,-0.0019418203753663876,0.0013024274957571524,0.002099379211479846,0.0014553263121088733,0.0007710754672933806,0.0008263499152052489,0.0010147534937061664,-0.0012143478442235844,0.0010067599810550387,0.001822090946540289,0.0012677351599499342,0.0008704846519860254,0.0008492799850337018,0.0010088092181119723,10.2998046875,10.880125876671256,27.115591335917344,50.26033796421432,71.67178773172884,270.34163159610745,721.0897150932936,17.119873046875,15.027321742253033,29.59924100061086,50.12534219009181,66.409655078733,264.94703259315696,708.823592927736,14.480224609375,12.541023987611688,31.873893584332453,58.69215568276136,75.54882463952134,276.5527104853617,749.2583625034791,,3.5500488281250004,13.929160734107313,18.848635896797486,21.147402622542202,68.87142514515077,247.68339415372176,,71.70787643513074,77.90483233222614,79.312725123625,92.64573355298202,99.578653675612,99.91438512716323,99.786910103407,71.94966473892876,76.14371043758298,78.86822757667774,81.03897227622645,68.67859837167107,1.7996341761052248,0.7663726644162372,0.9220831795955453,1.713082909151109,4.44981175397432,0.9369206730727497,10.038053941631265,2.1443228941530723,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2018-09-25,2921.75,2923.949951171875,2913.699951171875,2915.56005859375,2915.56005859375,3285480000,^GSPC,2917.465087890625,2921.5333658854165,2920.660009765625,2909.4489990234374,2900.4384887695314,2862.090400390625,2801.450104980469,2923.8699951171875,2929.5499674479165,2927.16201171875,2916.133984375,2907.5044921875,2869.3723876953127,2809.2476977539063,2913.1649169921875,2917.8133138020835,2915.397998046875,2902.4939697265627,2891.9984741210938,2852.883203125,2790.7677880859374,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,-2.7406838474131057e-05,-0.0013050961134796202,0.00036738906157962603,5.469343121045078e-05,-0.0028918718909244356,-0.0012330357016023807,0.0008739658792515925,0.0010789573924347984,0.0004421543386412541,0.000856390343612734,0.0010219931005883698,-0.002412338296031158,-0.0017301030364813563,0.0007709677504088575,0.0009519502368322552,0.00032454017384853096,0.0008191640328640837,0.0010213353647936518,-0.0022963618709780365,-0.0006884011609199492,0.001598905268075157,0.0016191555613074282,0.0005018081351746417,0.0008441398300094161,0.001144649403973741,3.8100585937500004,12.642997368214374,21.569809150467787,46.219346624236344,73.36064935441007,268.6011461868951,710.0440604682002,0.159912109375,17.04047974706091,24.701424032882915,45.50395585157293,68.11416147185014,262.29803957064473,697.5894189566799,1.070068359375,13.975947940771357,19.38213928788077,49.10904658493983,78.68566476988036,277.3792929060723,734.0428662311832,,6.705078125000001,2.6002274429247105,18.878029958230364,27.51990231734553,67.3625975240625,249.5124719309199,,67.10021508064347,75.97172814033934,80.68505386560196,93.46742717886129,99.59517226824465,99.91978125727654,99.80732522825973,66.98799164470275,70.82195245321194,77.94666441859158,80.47883999325578,68.68094194346091,1.2647281275027789,0.8601388707564772,1.3711909119460186,1.2757017824076455,4.864339767659476,0.333397433715521,10.067292362774594,0.6257661603642606,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2018-09-26,2916.97998046875,2931.14990234375,2903.280029296875,2905.969970703125,2905.969970703125,3388620000,^GSPC,2910.7650146484375,2913.6333821614585,2920.264013671875,2911.15400390625,2900.860986328125,2864.018798828125,2803.87560546875,2927.5499267578125,2926.296630859375,2930.919970703125,2919.783984375,2908.873486328125,2871.7115869140625,2811.8498974609374,2908.489990234375,2909.8699544270835,2915.289990234375,2904.9019775390625,2892.4874755859373,2855.16400390625,2793.6473876953123,False,0,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,False,0,True,1,True,1,True,1,True,1,-0.0016325898968939656,-0.003289278113945082,-0.0035761821908976144,0.002462405749793728,0.0012585825111137705,-0.0011105243551711164,0.0012838233652014974,0.0012516571664940024,0.0004708485040363364,0.0008152302673507528,0.0009262977092092672,-0.0022965393039310333,-0.0027040539109378647,-0.00013558445434458388,0.0005860232928589504,0.00014566678804928124,0.0006737727212380307,0.0008658017802882778,-0.0016047587043713785,-0.00272236723899566,-3.704736456977553e-05,0.0008296340449336359,0.00016908773265944532,0.0007994721896611434,0.001031830602914452,9.590087890625,11.959311394089223,23.067101223928166,40.60918635969911,73.49332498126839,266.65470361359075,703.81694399563,7.199951171875001,7.281224356984558,16.367800004267075,40.74631558048871,71.93007042412316,263.26447984247443,693.9972682067759,10.419921875,9.928231940874491,19.78864071378233,41.77386455408816,79.48583857207609,274.10292574025533,720.8851411364934,,4.674926757812501,9.11610263966444,15.504412140037143,32.01181088072751,65.70982670788203,251.51401425524776,,64.0118426139262,68.71511651880103,80.5515045578768,93.84736868818199,99.60085350795896,99.92463044766026,99.82373742533045,54.499238548823485,59.783622773000616,72.45630304052155,88.7660877873321,56.687461361209465,1.2368392168687903,0.6478553548013855,1.357560599719343,1.2889761949597789,4.963892531179059,0.23877913222175584,9.011815950338399,1.5787028372832634,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1
2018-09-27,2911.64990234375,2927.219970703125,2909.27001953125,2914.0,2914.0,3060850000,^GSPC,2909.9849853515625,2911.8433430989585,2916.914013671875,2912.1360107421874,2900.858984375,2865.986396484375,2806.289306640625,2929.1849365234375,2927.43994140625,2929.403955078125,2921.82998046875,2909.4094848632812,2873.9207861328123,2814.288596191406,2906.2750244140625,2908.75,2913.197998046875,2906.189990234375,2893.0309814453126,2857.2316064453125,2796.093088378906,True,1,False,0,False,0,False,0,True,1,False,0,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,False,0,False,0,False,0,True,1,True,1,True,1,True,1,-0.0018272590695475044,0.0027632870875580196,0.0020631803249877567,-0.0013407474102510308,0.0005584908221993867,0.0003907022052440645,-0.0005172490686042863,0.0007007354327235316,0.00018426326812615024,0.0007692970383295084,0.0008672933546953754,-0.00026798085484380785,-0.0006143666095602685,-0.0011471565530773997,0.00033732562228561136,-6.901237715739583e-07,0.0006870058454417904,0.0008608445992279723,-0.0007615518113349706,-0.00038488126432578706,-0.0007175931706649985,0.0004433928253935182,0.00018790258003287263,0.0007241624425895488,0.0008754507438433201,8.030029296875,8.913050518078357,19.327518759130626,39.91677523518026,73.48577767948073,266.58220847759515,699.7287028162015,3.929931640625,6.244064674024069,15.869285524694119,38.55796484855589,73.89838093233449,262.9105136038297,691.228752424061,5.989990234375,9.057567257126122,19.618760742645666,40.832783904268446,81.06454624853701,274.63433850441066,718.1778565255506,,2.2149658203125,8.558472794838162,9.238803841264838,34.50253884137625,64.25623529657592,253.48395276189498,,62.543045911299394,67.73277708184763,77.86324847087415,94.04681623908967,99.60744751406322,99.92883047245473,99.83647758973031,63.698968501758685,69.02630247850279,66.3213061316248,84.24267970550217,63.582026639689765,1.803858432583061,0.09139215847843163,1.5255165101624835,1.1254057639445203,4.771317664269881,0.4218087757308364,7.999788410925701,1.7968753852422914,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1
2018-09-28,2910.030029296875,2920.530029296875,2907.5,2913.97998046875,2913.97998046875,3432300000,^GSPC,2913.989990234375,2911.316650390625,2913.776025390625,2913.0360107421875,2901.5014892578124,2868.1761962890623,2808.7099072265623,2923.875,2926.2999674479165,2925.327978515625,2923.052978515625,2909.81298828125,2876.0903857421877,2816.7304956054686,2908.385009765625,2906.683349609375,2909.2759765625,2907.36298828125,2893.644982910156,2859.3862060546876,2798.6160888671875,False,0,True,1,False,0,False,0,True,1,True,1,True,1,True,1,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,-0.0005563419714612605,-6.870120538793323e-06,-0.0006084067547416083,-0.0022854248991213133,-0.0018127692988001431,-0.0003894098533703261,-0.0013914013311254747,0.0004185726257346367,0.00013868911202363776,0.0007549267258317727,0.0008676791063173539,0.0013762974389810445,-0.00018087947951650474,-0.0010757904643544647,0.0003090514992021287,0.0002214878028450329,0.0007640649681288636,0.0008625627372806921,0.0007260102137056634,-0.0007104943328319901,-0.001346294171218121,0.00040362056535081514,0.00021223466626585363,0.0007540864396553548,0.0009023306479913895,0.02001953125,8.020038271006445,10.92605198548909,39.1309128401979,74.64993705458043,263.27328736277536,694.6260340563709,6.689941406250001,9.300037157062201,8.997149918675559,35.61707718619826,74.68549477469053,259.2150133647465,685.1088390912857,1.77001953125,5.330155011310978,9.349181135440118,39.15731390724906,82.33377827986172,272.7570907327446,712.4759148621863,,2.1099853515625,2.799981430803065,6.0983788963775245,35.166756390385316,63.2913079190133,255.46814989311744,,63.404488379071026,65.86169205527324,72.94800543698499,94.23025301721515,99.61518183959798,99.93301927569944,99.84863235794111,63.67196248139219,65.72047448419887,60.6925206895373,74.05813270516283,57.47200735904233,1.260190984338161,0.624938319883217,1.8109053757759064,0.8474686575207335,4.2727986788497985,0.8956180201479258,7.815682830202553,1.8663907093165455,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
