,open,high,low,close,adjclose,volume,ticker,diff_adjclose,isUp_adjclose,pctChange_adjclose,pctChange_high,pctChange_low,sma_2_adjclose,sma_2_high,sma_2_low,sma_3_high,sma_3_low,ema_2_adjclose,volatility_10_adjclose
2020-10-19,84.94000244140625,86.86000061035156,82.19999694824219,83.5,83.5,18436000,FSLY,False,0,-1.3818332281179124,-4.664691001568421,-2.1428607759021556,84.08499908447266,88.98500061035156,83.0999984741211,91.1066665649414,83.76666514078777,84.08499908447266,58.35139575488447
2020-10-20,83.69999694824219,85.54000091552734,82.58999633789062,83.41999816894531,83.41999816894531,10233500,FSLY,False,0,-0.0958105761133976,-1.5196864903854301,0.47445182983887335,83.45999908447266,86.20000076293945,82.3949966430664,87.83666737874348,82.92999776204427,83.45999908447266,63.66804864374055
2020-10-21,84.0,84.1500015258789,78.56500244140625,79.25,79.25,14056100,FSLY,False,0,-4.998799161443368,-1.6249700429873615,-4.873464190526655,81.33499908447266,84.84500122070312,80.57749938964844,85.51666768391927,81.11833190917969,81.33499908447266,68.10458448088463
2020-10-22,79.63999938964844,82.19999694824219,77.8499984741211,79.20999908447266,79.20999908447266,10013500,FSLY,False,0,-0.05047434135941886,-2.317295950418996,-0.9100794820421587,79.22999954223633,83.17499923706055,78.20750045776367,83.96333312988281,79.66833241780598,79.22999954223633,70.93441013830606
2020-10-23,75.98999786376953,77.1500015258789,73.53700256347656,76.3499984741211,76.3499984741211,20221900,FSLY,False,0,-3.6106560325818826,-6.143546970619774,-5.540136153089659,77.77999877929688,79.67499923706055,75.69350051879883,81.16666666666667,76.65066782633464,77.77999877929688,68.13521830208428
2020-10-26,76.05000305175781,77.37999725341797,72.76000213623047,74.0199966430664,74.0199966430664,10175700,FSLY,False,0,-3.0517378881735557,0.29811500063536833,-1.0566115019107425,75.18499755859375,77.26499938964844,73.14850234985352,78.90999857584636,74.71566772460938,75.18499755859375,61.42694659348807
2020-10-27,75.29000091552734,77.19000244140625,73.7699966430664,74.45999908447266,74.45999908447266,8582300,FSLY,True,1,0.5944372620387828,-0.24553478774299586,1.3881177531370748,74.23999786376953,77.28499984741211,73.26499938964844,77.24000040690105,73.35566711425781,74.23999786376953,45.42658504235801
2020-10-28,73.4800033569336,74.30000305175781,70.4000015258789,71.61000061035156,71.61000061035156,10995100,FSLY,False,0,-3.827556418430589,-3.744007382098724,-4.5682462661522205,73.03499984741211,75.74500274658203,72.08499908447266,76.29000091552734,72.31000010172527,73.03499984741211,17.942712666190374
2020-10-29,74.54000091552734,75.5,66.55000305175781,68.37999725341797,68.37999725341797,19623200,FSLY,False,0,-4.5105478695760315,1.6150698505439598,-5.468747714026456,69.99499893188477,74.9000015258789,68.47500228881836,75.66333516438802,70.24000040690105,69.99499893188477,17.28780025703679
2020-10-30,67.45999908447266,67.58999633789062,62.198001861572266,63.5099983215332,63.5099983215332,16306000,FSLY,False,0,-7.121964211019827,-10.476826042528975,-6.539445515578524,65.94499778747559,71.54499816894531,64.37400245666504,72.46333312988281,66.38266881306966,65.94499778747559,20.22011470660301
2020-11-02,64.25,66.13999938964844,62.599998474121094,65.11000061035156,65.11000061035156,8856400,FSLY,True,1,2.5192919715065987,-2.145283365593742,0.6463175673127042,64.30999946594238,66.86499786376953,62.39900016784668,69.74333190917969,63.782667795817055,64.30999946594238,20.36761997588672
2020-11-03,65.72000122070312,69.16999816894531,65.5199966430664,68.93000030517578,68.93000030517578,7992800,FSLY,True,1,5.866993793603026,4.581189608796854,4.664533929904868,67.02000045776367,67.65499877929688,64.05999755859375,67.63333129882812,63.43933232625326,67.02000045776367,17.504469419025675
2020-11-04,70.0,72.80000305175781,68.08999633789062,71.02999877929688,71.02999877929688,9724600,FSLY,True,1,3.0465667558736476,5.247947056390467,3.922466157659965,69.97999954223633,70.98500061035156,66.80499649047852,69.37000020345052,65.40333048502605,69.97999954223633,15.590305728510161
2020-11-05,74.16000366210938,74.23999786376953,71.66999816894531,74.11000061035156,74.11000061035156,7395200,FSLY,True,1,4.336198625914123,1.9780147687465721,5.257750071375011,72.56999969482422,73.52000045776367,69.87999725341797,72.06999969482422,68.42666371663411,72.56999969482422,13.378302415827232
2020-11-06,73.29000091552734,75.05999755859375,71.12000274658203,73.43000030517578,73.43000030517578,6471300,FSLY,False,0,-0.9175553900626965,1.1045254827847906,-0.7673997996578641,73.77000045776367,74.64999771118164,71.39500045776367,74.03333282470703,70.29333241780598,73.77000045776367,12.295287820582379
2020-11-09,69.66999816894531,73.05999755859375,65.83000183105469,69.79000091552734,69.79000091552734,7636900,FSLY,False,0,-4.957101150102905,-2.6645351253025917,-7.438133733454578,71.61000061035156,74.05999755859375,68.47500228881836,74.11999766031902,69.54000091552734,71.61000061035156,11.644467561134778
2020-11-10,68.69000244140625,73.38999938964844,65.31999969482422,71.61000061035156,71.61000061035156,7662100,FSLY,True,1,2.607822998923748,0.45168606909686826,-0.774725994295633,70.70000076293945,73.2249984741211,65.57500076293945,73.83666483561198,67.42333475748698,70.70000076293945,10.756275758279434
2020-11-11,72.5,73.58000183105469,70.37999725341797,72.01000213623047,72.01000213623047,5379300,FSLY,True,1,0.5585833297997223,0.2588941858378657,7.746475171821987,71.81000137329102,73.48500061035156,67.8499984741211,73.3433329264323,67.17666625976562,71.81000137329102,10.84019929930301
2020-11-12,72.5,77.46399688720703,72.33000183105469,76.23999786376953,76.23999786376953,8442800,FSLY,True,1,5.874178033680155,5.278601467108279,2.770680099084566,74.125,75.52199935913086,71.35499954223633,74.81133270263672,69.3433329264323,74.125,12.435594644236456
2020-11-13,80.0,80.66000366210938,76.08999633789062,77.70999908447266,77.70999908447266,10205700,FSLY,True,1,1.9281233760392036,4.125796374225255,5.198388513273322,76.9749984741211,79.0620002746582,74.20999908447266,77.2346674601237,72.93333180745442,76.9749984741211,11.544732925500663
2020-11-16,75.51000213623047,76.83000183105469,72.7699966430664,75.69000244140625,75.69000244140625,6722300,FSLY,False,0,-2.5994037663938485,-4.748328362466781,-4.363253850192339,76.70000076293945,78.74500274658203,74.42999649047852,78.31800079345703,73.72999827067058,76.70000076293945,9.1266783826757
2020-11-17,76.2699966430664,80.29199981689453,76.0,78.33000183105469,78.33000183105469,5724600,FSLY,True,1,3.4879102979183285,4.5060495943402445,4.4386471154816975,77.01000213623047,78.56100082397461,74.3849983215332,79.2606684366862,74.95333099365234,77.01000213623047,9.246058962251773
2020-11-18,79.37999725341797,82.44000244140625,77.4000015258789,81.05999755859375,81.05999755859375,5823300,FSLY,True,1,3.4852491557797016,2.675238665633217,1.8421072708932895,79.69499969482422,81.36600112915039,76.70000076293945,79.85400136311848,75.38999938964844,79.69499969482422,10.954629018022477
2020-11-19,80.56999969482422,82.13500213623047,79.4000015258789,80.26000213623047,80.26000213623047,4095200,FSLY,False,0,-0.9869176492202647,-0.369966395127852,2.583979277224291,80.65999984741211,82.28750228881836,78.4000015258789,81.62233479817708,77.60000101725261,80.65999984741211,12.07022851620501
2020-11-20,80.68000030517578,85.46499633789062,80.3030014038086,83.0,83.0,5855300,FSLY,True,1,3.4139020568660694,4.054293681196941,1.137279421380577,81.63000106811523,83.79999923706055,79.85150146484375,83.34666697184245,79.03433481852214,81.63000106811523,13.81485341382275
2020-11-23,83.0,84.63999938964844,80.44000244140625,83.38999938964844,83.38999938964844,5720500,FSLY,True,1,0.46987878270896566,-0.9653039063858615,0.17060512708453324,83.19499969482422,85.05249786376953,80.37150192260742,84.07999928792317,80.04766845703125,83.19499969482422,13.073006674035726
2020-11-24,82.2300033569336,82.97000122070312,79.45999908447266,81.25,81.25,5073200,FSLY,False,0,-2.5662542334951577,-1.9730602327362012,-1.2183034897934597,82.31999969482422,83.80500030517578,79.95000076293945,84.35833231608073,80.06766764322917,82.31999969482422,11.333342948881075
2020-11-25,79.69999694824219,83.70999908447266,79.25,83.16999816894531,83.16999816894531,5148400,FSLY,True,1,2.3630746694711435,0.8918860466219813,-0.2642827672945325,82.20999908447266,83.34000015258789,79.35499954223633,83.77333323160808,79.71666717529297,82.20999908447266,9.070120256183031
2020-11-27,84.75,85.76000213623047,82.47699737548828,84.30000305175781,84.30000305175781,3537900,FSLY,True,1,1.3586688802338154,2.448934505051348,4.071920978534105,83.73500061035156,84.73500061035156,80.86349868774414,84.14666748046875,80.39566548665364,83.73500061035156,8.927810325609107
2020-11-30,85.26000213623047,87.5,80.72000122070312,84.7699966430664,84.7699966430664,6645700,FSLY,True,1,0.5575249991628395,2.0289153689683204,-2.1302862745914197,84.53499984741211,86.63000106811523,81.5984992980957,85.6566670735677,80.81566619873047,84.53499984741211,8.989976117354237
2020-12-01,84.5999984741211,85.12000274658203,79.12999725341797,81.69999694824219,81.69999694824219,5737500,FSLY,False,0,-3.6215640160407236,-2.719996861049112,-1.9697769366204487,83.2349967956543,86.31000137329102,79.92499923706055,86.12666829427083,80.77566528320312,83.2349967956543,6.249016461027754
2020-12-02,79.5,80.82499694824219,76.12000274658203,80.38999938964844,80.38999938964844,5092100,FSLY,False,0,-1.6034242442183322,-5.0458243183178375,-3.8038602442968306,81.04499816894531,82.97249984741211,77.625,84.4816665649414,78.6566670735677,81.04499816894531,5.092181897460644
2020-12-03,80.5,84.20999908447266,80.16999816894531,82.80999755859375,82.80999755859375,4295100,FSLY,True,1,3.010322412388189,4.1880634259697125,5.320540299829579,81.5999984741211,82.51749801635742,78.14500045776367,83.38499959309895,78.47333272298177,81.5999984741211,4.904876103778423
2020-12-04,82.69000244140625,97.19000244140625,82.19999694824219,88.66999816894531,88.66999816894531,35554100,FSLY,True,1,7.076440989151345,15.413850490501858,2.532117781790366,85.73999786376953,90.70000076293945,81.18499755859375,87.40833282470703,79.49666595458984,85.73999786376953,7.269666323276403
2020-12-07,88.80000305175781,89.21900177001953,84.19999694824219,85.43000030517578,85.43000030517578,8357000,FSLY,False,0,-3.653995636265017,-8.201461540442146,2.433090114661818,87.04999923706055,93.20450210571289,83.19999694824219,90.20633443196614,82.18999735514323,87.04999923706055,7.5425430372513205
2020-12-08,86.23999786376953,100.80000305175781,86.08999633789062,97.9800033569336,97.9800033569336,24589200,FSLY,True,1,14.690393312567362,12.98042014815488,2.2446549384202763,91.70500183105469,95.00950241088867,85.1449966430664,95.73633575439453,84.163330078125,91.70500183105469,16.22771035423209
2020-12-09,96.48999786376953,97.62999725341797,89.3499984741211,91.12999725341797,91.12999725341797,10268000,FSLY,False,0,-6.991228688328965,-3.144846926951128,3.7867374548785415,94.55500030517578,99.21500015258789,87.71999740600586,95.88300069173177,86.54666392008464,94.55500030517578,16.660964013814947
2020-12-10,90.0,99.08999633789062,89.55699920654297,96.8499984741211,96.8499984741211,10037100,FSLY,True,1,6.27674903226072,1.4954410791213402,0.2316740189781008,93.98999786376953,98.3599967956543,89.45349884033203,99.17333221435547,88.33233133951823,93.98999786376953,19.432809895747507
2020-12-11,96.0,101.08999633789062,95.22000122070312,95.69000244140625,95.69000244140625,7917400,FSLY,False,0,-1.197724368601616,2.0183672155765553,6.323349447093163,96.27000045776367,100.08999633789062,92.38850021362305,99.2699966430664,91.37566630045573,96.27000045776367,20.708112241712083
2020-12-14,97.26000213623047,98.95500183105469,93.91000366210938,94.25,94.25,4382800,FSLY,False,0,-1.5048619549236641,-2.1119740668500753,-1.3757588130642873,94.97000122070312,100.02249908447266,94.56500244140625,99.71166483561198,92.89566802978516,94.97000122070312,20.957882303996804
2020-12-15,95.05999755859375,95.18000030517578,90.87999725341797,93.9000015258789,93.9000015258789,4063500,FSLY,False,0,-0.3713511661762259,-3.8148668142353737,-3.226500149646938,94.07500076293945,97.06750106811523,92.39500045776367,98.40833282470703,93.33666737874348,94.07500076293945,19.41332638611285
2020-12-16,94.02999877929688,97.4800033569336,93.73999786376953,95.1500015258789,95.1500015258789,3858700,FSLY,True,1,1.331203386248614,2.4164772477235807,3.147007808964264,94.5250015258789,96.33000183105469,92.30999755859375,97.20500183105469,92.8433329264323,94.5250015258789,16.007462023373282
2020-12-17,96.5,102.88500213623047,94.91100311279297,100.77999877929688,100.77999877929688,9210000,FSLY,True,1,5.916970218741113,5.544725680307883,1.2492055426811977,97.96500015258789,100.18250274658203,94.32550048828125,98.51500193277995,93.17699940999348,97.96500015258789,14.308903717742158
2020-12-18,102.31999969482422,105.62000274658203,98.58999633789062,101.77999877929688,101.77999877929688,10783800,FSLY,True,1,0.9922603811396646,2.6583083574514887,3.876255760067693,101.27999877929688,104.25250244140625,96.7504997253418,101.99500274658203,95.7469991048177,101.27999877929688,14.894004690532851
2020-12-21,99.0,104.80999755859375,98.80000305175781,101.20999908447266,101.20999908447266,4968700,FSLY,False,0,-0.5600311472396702,-0.7669051002883953,0.21301016499426506,101.49499893188477,105.21500015258789,98.69499969482422,104.43833414713542,97.4336675008138,101.49499893188477,11.17775317737592
2020-12-22,102.18000030517578,107.93000030517578,101.97000122070312,104.7699966430664,104.7699966430664,5708700,FSLY,True,1,3.5174366078419617,2.976817879265581,3.208500071892373,102.98999786376953,106.36999893188477,100.38500213623047,106.12000020345052,99.78666687011719,102.98999786376953,13.702725863431937
2020-12-23,105.0999984741211,105.30000305175781,100.38999938964844,100.62000274658203,100.62000274658203,3560600,FSLY,False,0,-3.961051855926556,-2.436762017957528,-1.5494771130137974,102.69499969482422,106.6150016784668,101.18000030517578,106.01333363850911,100.3866678873698,102.69499969482422,11.933692642004399
2020-12-24,101.51000213623047,102.80000305175781,97.0199966430664,97.48999786376953,97.48999786376953,2757700,FSLY,False,0,-3.1107183436434815,-2.3741689720286008,-3.3569108148929105,99.05500030517578,104.05000305175781,98.70499801635742,105.3433354695638,99.79333241780598,99.05500030517578,11.852255173330203
2020-12-28,98.5999984741211,99.60399627685547,90.22000122070312,90.22000122070312,90.22000122070312,5132100,FSLY,False,0,-7.457171814923358,-3.1089559144207524,-7.008859675990564,93.85499954223633,101.20199966430664,93.61999893188477,102.56800079345703,95.87666575113933,93.85499954223633,14.329407178684837
2020-12-29,90.86000061035156,93.24400329589844,88.5,89.51000213623047,89.51000213623047,4594600,FSLY,False,0,-0.7869641707671904,-6.385278923226167,-1.9064522250399007,89.8650016784668,96.42399978637695,89.36000061035156,98.54933420817058,91.91333262125652,89.8650016784668,16.354771068297417
2020-12-30,90.25,91.31500244140625,87.93000030517578,90.43000030517578,90.43000030517578,3828500,FSLY,True,1,1.0278160507080747,-2.0687666619919165,-0.6440674517787737,89.97000122070312,92.27950286865234,88.21500015258789,94.72100067138672,88.88333384195964,89.97000122070312,17.538843214341295
2020-12-31,90.63999938964844,90.79000091552734,86.37999725341797,87.37000274658203,87.37000274658203,3331800,FSLY,False,0,-3.3838300876557814,-0.5749345801263961,-1.762769301010203,88.9000015258789,91.0525016784668,87.15499877929688,91.78300221761067,87.60333251953125,88.9000015258789,20.087618959350344
2021-01-04,87.26000213623047,87.5199966430664,83.21399688720703,86.13999938964844,86.13999938964844,3932700,FSLY,False,0,-1.4078096809739593,-3.601722920460604,-3.6652008183360563,86.75500106811523,89.15499877929688,84.7969970703125,89.875,85.8413314819336,86.75500106811523,21.815858090106783
2021-01-05,85.0,87.33699798583984,84.75,86.69999694824219,86.69999694824219,2591900,FSLY,True,1,0.65010165145305,-0.2090935377578762,1.845847057286476,86.41999816894531,87.42849731445312,83.98199844360352,88.5489985148112,84.78133138020833,86.41999816894531,21.785116276667832
2021-01-06,84.54000091552734,85.44000244140625,81.3499984741211,81.62000274658203,81.62000274658203,5446800,FSLY,False,0,-5.859278408847912,-2.1720411603123324,-4.011801210476584,84.15999984741211,86.38850021362305,83.04999923706055,86.76566569010417,83.1046651204427,84.15999984741211,22.81154415554664
2021-01-07,81.98999786376953,86.91000366210938,81.94999694824219,86.91000366210938,86.91000366210938,4485300,FSLY,True,1,6.48125549805727,1.7205069975404497,0.7375519181010981,84.2650032043457,86.17500305175781,81.64999771118164,86.56233469645183,82.68333180745442,84.2650032043457,17.668014496527743
2021-01-08,88.5,90.0999984741211,86.5999984741211,88.22000122070312,88.22000122070312,3418000,FSLY,True,1,1.5073035362957565,3.6704575740369894,5.674193653497928,87.56500244140625,88.50500106811523,84.27499771118164,87.48333485921223,83.2999979654948,87.56500244140625,12.846773026006217
2021-01-11,87.0,88.2300033569336,84.5,85.08999633789062,85.08999633789062,3270700,FSLY,False,0,-3.547953796760961,-2.0754663139362917,-2.4249405440216476,86.65499877929688,89.16500091552734,85.54999923706055,88.41333516438802,84.3499984741211,86.65499877929688,8.366633424896877
2021-01-12,85.58999633789062,89.93000030517578,85.1500015258789,89.62000274658203,89.62000274658203,3173400,FSLY,True,1,5.3237825874417055,1.9267787414275261,0.7692325750046303,87.35499954223633,89.08000183105469,84.82500076293945,89.42000071207683,85.41666666666667,87.35499954223633,8.146281102785355
2021-01-13,90.5999984741211,92.48999786376953,89.10900115966797,90.58999633789062,90.58999633789062,2759600,FSLY,True,1,1.082340506116064,2.846655787730956,4.64944164749761,90.10499954223633,91.20999908447266,87.12950134277344,90.21666717529297,86.2530008951823,90.10499954223633,8.553704236369208
2021-01-14,91.06999969482422,92.69599914550781,89.80999755859375,91.12000274658203,91.12000274658203,2549300,FSLY,True,1,0.5850606359608879,0.22272817223079056,0.7866729396615257,90.85499954223633,92.59299850463867,89.45949935913086,91.70533243815105,88.0230000813802,90.85499954223633,8.859392949982743
2021-01-15,91.5,94.94999694824219,87.7699966430664,88.20999908447266,88.20999908447266,3399200,FSLY,False,0,-3.1935947919168983,2.4316020362391333,-2.2714630564335647,89.66500091552734,93.822998046875,88.78999710083008,93.37866465250652,88.89633178710938,89.66500091552734,8.902481371969655
2021-01-19,90.30000305175781,97.06999969482422,89.04199981689453,95.30999755859375,95.30999755859375,5248200,FSLY,True,1,8.048972392939158,2.232757045519085,1.4492460094318593,91.7599983215332,96.0099983215332,88.40599822998047,94.90533192952473,88.87399800618489,91.7599983215332,11.714039447473288
2021-01-20,98.11000061035156,99.66999816894531,93.55999755859375,97.55000305175781,97.55000305175781,5124900,FSLY,True,1,2.35023140336037,2.678477884305308,5.074007491958854,96.43000030517578,98.36999893188477,91.30099868774414,97.22999827067058,90.12399800618489,96.43000030517578,14.677300404779094
2021-01-21,103.54000091552734,106.9000015258789,100.08000183105469,104.12999725341797,104.12999725341797,13010800,FSLY,True,1,6.745252686633907,7.253941496696337,6.968794829625402,100.84000015258789,103.28499984741211,96.81999969482422,101.21333312988281,94.22733306884766,100.84000015258789,18.213999638284964
2021-01-22,101.97000122070312,104.45999908447266,99.62999725341797,103.27999877929688,103.27999877929688,6656100,FSLY,False,0,-0.8162858893124514,-2.2825092671449276,-0.44964485352065875,103.70499801635742,105.68000030517578,99.85499954223633,103.67666625976562,97.7566655476888,103.70499801635742,20.64913065414612
2021-01-25,104.27999877929688,111.0,99.66100311279297,105.20999908447266,105.20999908447266,6501300,FSLY,True,1,1.8687067466955254,6.260770603911947,0.03112100795921169,104.24499893188477,107.72999954223633,99.64550018310547,107.45333353678386,99.7903340657552,104.24499893188477,22.864720072423424
2021-01-26,104.55000305175781,110.72000122070312,104.38999938964844,106.98999786376953,106.98999786376953,7378000,FSLY,True,1,1.6918532409336162,-0.2522511525197113,4.745081956985064,106.0999984741211,110.86000061035156,102.0255012512207,108.72666676839192,101.2269999186198,106.0999984741211,22.794370206696083
2021-01-27,106.47000122070312,122.75,105.63999938964844,108.9800033569336,108.9800033569336,10465500,FSLY,True,1,1.8599920860807417,10.865244442435419,1.1974327112832084,107.98500061035156,116.73500061035156,105.01499938964844,114.82333374023438,103.23033396402995,107.98500061035156,23.83781872572554
2021-01-28,110.47000122070312,113.0,105.0,109.54000091552734,109.54000091552734,4457000,FSLY,True,1,0.5138534972876085,-7.942973523421593,-0.6058305503087169,109.26000213623047,117.875,105.31999969482422,115.49000040690105,105.00999959309895,109.26000213623047,23.82058747865587
2021-01-29,109.0,111.68000030517578,106.81999969482422,109.3499984741211,109.3499984741211,3499400,FSLY,False,0,-0.17345484737832928,-1.1681413228532889,1.733333042689722,109.44499969482422,112.34000015258789,105.90999984741211,115.81000010172527,105.81999969482422,109.44499969482422,22.320555668094254
2021-02-01,109.87999725341797,111.37999725341797,105.55999755859375,109.66999816894531,109.66999816894531,2822900,FSLY,True,1,0.2926380423315278,-0.2686273736909217,-1.17955639377475,109.5099983215332,111.52999877929688,106.18999862670898,112.01999918619792,105.79333241780598,109.5099983215332,16.134899944696713
2021-02-02,109.9800033569336,111.88999938964844,104.5999984741211,106.30000305175781,106.30000305175781,2751400,FSLY,False,0,-3.0728505274487783,0.45789383085554913,-0.9094345459223607,107.98500061035156,111.6349983215332,105.07999801635742,111.64999898274739,105.65999857584636,107.98500061035156,12.018290098936443
2021-02-03,107.55000305175781,112.81999969482422,106.58999633789062,109.83000183105469,109.83000183105469,2972100,FSLY,True,1,3.32078897267587,0.8311737512278761,1.9024836451234428,108.06500244140625,112.35499954223633,105.59499740600586,112.02999877929688,105.58333079020183,108.06500244140625,7.868784746970678
2021-02-04,112.88999938964844,113.83999633789062,110.0199966430664,111.66999816894531,111.66999816894531,2031700,FSLY,True,1,1.6753130357959778,0.9040920455818835,3.2179382897271847,110.75,113.32999801635742,108.30499649047852,112.8499984741211,107.0699971516927,110.75,8.073727147491455
2021-02-05,111.29000091552734,115.04000091552734,108.52999877929688,113.1500015258789,113.1500015258789,2057000,FSLY,True,1,1.3253365999831956,1.0541150880530203,-1.354297317971631,112.40999984741211,114.43999862670898,109.27499771118164,113.89999898274739,108.37999725341797,112.40999984741211,7.568229792308469
2021-02-08,114.30000305175781,116.70999908447266,111.08000183105469,111.6500015258789,111.6500015258789,2498400,FSLY,False,0,-1.3256738663471657,1.4516673814802594,2.3495835994096215,112.4000015258789,115.875,109.80500030517578,115.19666544596355,109.87666575113933,112.4000015258789,6.597356919567712
2021-02-09,111.4000015258789,119.73999786376953,110.34600067138672,117.86000061035156,117.86000061035156,3389700,FSLY,True,1,5.562023286702122,2.5961775366854623,-0.6607860529065701,114.75500106811523,118.2249984741211,110.7130012512207,117.16333262125652,109.98533376057942,114.75500106811523,9.793182334699157
2021-02-10,118.5,119.94999694824219,109.0530014038086,109.51000213623047,109.51000213623047,4878000,FSLY,False,0,-7.0846754037668935,0.17537922851107446,-1.1717681290767445,113.68500137329102,119.84499740600586,109.69950103759766,118.7999979654948,110.15966796875,113.68500137329102,9.697616788849302
2021-02-11,110.5999984741211,112.0,106.93000030517578,108.26000213623047,108.26000213623047,2473100,FSLY,False,0,-1.1414482472979937,-6.627759191751014,-1.946760814745141,108.88500213623047,115.9749984741211,107.99150085449219,117.22999827067058,108.77633412679036,108.88500213623047,9.970803351332286
2021-02-12,102.47000122070312,103.30000305175781,99.30999755859375,102.05999755859375,102.05999755859375,5811100,FSLY,False,0,-5.726957745516071,-7.767854418073384,-7.1261598474092525,105.15999984741211,107.6500015258789,103.11999893188477,111.75,105.09766642252605,105.15999984741211,13.222559233962047
2021-02-16,103.80999755859375,105.5,96.20999908447266,97.5,97.5,4890100,FSLY,False,0,-4.46795773826646,2.1297162470943043,-3.1215371567118066,99.77999877929688,104.4000015258789,97.7599983215332,106.93333435058594,100.81666564941406,99.77999877929688,18.214320831897236
2021-02-17,97.87999725341797,97.9800033569336,92.18000030517578,94.8499984741211,94.8499984741211,7189200,FSLY,False,0,-2.717950282952719,-7.127958903380483,-4.188752538869189,96.17499923706055,101.7400016784668,94.19499969482422,102.26000213623047,95.89999898274739,96.17499923706055,22.933399993948377
2021-02-18,86.69999694824219,87.68000030517578,80.0,80.19999694824219,80.19999694824219,20661000,FSLY,False,0,-15.445442025891031,-10.512352213579435,-13.213278655730154,87.52499771118164,92.83000183105469,86.09000015258789,97.05333455403645,89.46333312988281,87.52499771118164,35.48638480272923
2021-02-19,82.70999908447266,83.36000061035156,80.0,80.68000030517578,80.68000030517578,8786900,FSLY,True,1,0.5985079491254375,-4.927006934064993,0.0,80.43999862670898,85.52000045776367,80.0,89.67333475748698,84.06000010172527,80.43999862670898,41.68531908217818
2021-02-22,79.30999755859375,79.94999694824219,76.1500015258789,76.38999938964844,76.38999938964844,7811400,FSLY,False,0,-5.317304039787086,-4.090695342060647,-4.812498092651363,78.53499984741211,81.65499877929688,78.07500076293945,83.66333262125652,78.71666717529297,78.53499984741211,46.29437826393948
2021-02-23,72.01000213623047,78.06999969482422,68.75,77.91000366210938,77.91000366210938,8653900,FSLY,True,1,1.9897948482860084,-2.3514663229256105,-9.717664317267394,77.1500015258789,79.0099983215332,72.45000076293945,80.45999908447266,74.96666717529297,77.1500015258789,47.43745886066834
2021-02-24,77.01000213623047,77.2699966430664,74.19999694824219,75.76000213623047,75.76000213623047,5049200,FSLY,False,0,-2.759596232601047,-1.0247253168759185,7.927268288352263,76.83500289916992,77.66999816894531,71.4749984741211,78.42999776204427,73.03333282470703,76.83500289916992,42.88732741238478
