,open,high,low,close,adjclose,volume,ticker,diff_adjclose,isUp_adjclose,%adjclose,%high,%low,sma_2_adjclose,sma_2_high,sma_2_low,sma_3_high,sma_3_low,ema_2_adjclose,volatility_10_adjclose
2020-03-05,77.77999877929688,79.0199966430664,75.66000366210938,76.31999969482422,76.31999969482422,11269400,SQ,False,0,,,,,,,,,,
2020-03-06,75.02999877929688,75.94000244140625,70.2699966430664,73.08999633789062,73.08999633789062,16409400,SQ,False,0,-0.042321847089219045,-0.03897740233491154,-0.07123984612945888,74.70499801635742,77.47999954223633,72.96500015258789,,,74.70499801635742,
2020-03-09,67.20999908447266,67.41000366210938,63.33000183105469,65.7300033569336,65.7300033569336,16418400,SQ,False,0,-0.10069767888525027,-0.11232550046174217,-0.09876184920376674,69.40999984741211,71.67500305175781,66.79999923706055,74.12333424886067,69.75333404541016,69.40999984741211,
2020-03-10,68.31999969482422,68.55999755859375,63.369998931884766,67.23999786376953,67.23999786376953,11806900,SQ,True,1,0.02297268263681973,0.017059691944962374,0.0006315663930782645,66.48500061035156,67.98500061035156,63.35000038146973,70.6366678873698,65.65666580200195,66.48500061035156,
2020-03-11,66.3499984741211,66.3499984741211,60.81999969482422,62.439998626708984,62.439998626708984,13618700,SQ,False,0,-0.07138607063589597,-0.0322345268840466,-0.04023984977183748,64.83999824523926,67.45499801635742,62.09499931335449,67.43999989827473,62.506666819254555,64.83999824523926,
2020-03-12,55.0,58.04499816894531,52.970001220703125,53.56999969482422,53.56999969482422,19529200,SQ,False,0,-0.14205636013724354,-0.12516956286615488,-0.1290693606298905,58.0049991607666,62.1974983215332,56.89500045776367,64.31833140055339,59.0533332824707,58.0049991607666,
2020-03-13,56.7400016784668,57.790000915527344,52.310001373291016,57.77000045776367,57.77000045776367,14666100,SQ,True,1,0.07840210541097403,-0.004393096071357849,-0.01245987978482721,55.670000076293945,57.91749954223633,52.64000129699707,60.72833251953125,55.36666742960612,55.670000076293945,
2020-03-16,49.25,49.25,40.0,41.27000045776367,41.27000045776367,27721300,SQ,False,0,-0.2856153690367952,-0.14777644540982815,-0.23532787325783522,49.52000045776367,53.52000045776367,46.15500068664551,55.028333028157554,48.42666753133138,49.52000045776367,
2020-03-17,43.790000915527344,45.29199981689453,39.0,44.72999954223633,44.72999954223633,22695600,SQ,True,1,0.0838381159703081,-0.08036548595138004,-0.025000000000000022,43.0,47.270999908447266,39.5,50.77733357747396,43.77000045776367,43.0,
2020-03-18,41.029998779296875,42.08100128173828,32.33000183105469,39.5,39.5,27154600,SQ,False,0,-0.11692375577374858,-0.07089549033245612,-0.17102559407552087,42.114999771118164,43.686500549316406,35.665000915527344,45.54100036621094,37.11000061035156,42.114999771118164,41.44356965487273
