,open,high,low,close,adjclose,volume,ticker
2018-01-02,107.62999725341797,108.0199966430664,106.80999755859375,107.94999694824219,96.91229248046875,13578800,JPM
2018-01-03,107.86000061035156,108.48999786376953,107.4800033569336,108.05999755859375,97.01105499267578,11901000,JPM
2018-01-04,108.36000061035156,110.02999877929688,108.19999694824219,109.04000091552734,98.40077209472656,12953700,JPM
2018-01-05,109.26000213623047,109.55000305175781,107.77999877929688,108.33999633789062,97.76908874511719,14155000,JPM
2018-01-08,108.1500015258789,108.68000030517578,107.69999694824219,108.5,97.91346740722656,12466500,JPM
2018-01-09,108.72000122070312,109.62999725341797,108.48999786376953,109.05000305175781,98.40982818603516,13292300,JPM
2018-01-10,109.47000122070312,110.69999694824219,109.38999938964844,110.25,99.49272155761719,15834500,JPM
2018-01-11,110.66999816894531,110.93000030517578,110.05000305175781,110.83999633789062,100.0251693725586,13676800,JPM
2018-01-12,111.6500015258789,112.8499984741211,110.83999633789062,112.66999816894531,101.67660522460938,18884200,JPM
2018-01-16,111.51000213623047,113.43000030517578,111.06999969482422,112.2699966430664,101.31562805175781,22703300,JPM
2018-01-17,111.88999938964844,113.30000305175781,111.30999755859375,112.98999786376953,101.96537780761719,14940300,JPM
2018-01-18,112.76000213623047,113.72000122070312,112.2699966430664,113.26000213623047,102.20904541015625,14572900,JPM
2018-01-19,113.94000244140625,114.33999633789062,112.80000305175781,113.01000213623047,101.98343658447266,18785500,JPM
2018-01-22,112.66000366210938,114.38999938964844,112.5,114.33000183105469,103.17463684082031,12475700,JPM
2018-01-23,113.66999816894531,114.63999938964844,113.3499984741211,114.20999908447266,103.06635284423828,12320800,JPM
2018-01-24,114.86000061035156,116.0,114.66000366210938,115.66999816894531,104.38389587402344,15904500,JPM
2018-01-25,116.04000091552734,116.16999816894531,115.08000183105469,115.69999694824219,104.41096496582031,13510000,JPM
2018-01-26,115.69999694824219,116.31999969482422,114.95999908447266,116.31999969482422,104.970458984375,13883900,JPM
2018-01-29,116.0199966430664,117.3499984741211,116.0199966430664,116.19999694824219,104.8621826171875,11679900,JPM
2018-01-30,115.52999877929688,116.5999984741211,114.9800033569336,115.11000061035156,103.87853240966797,14279100,JPM
2018-01-31,115.6500015258789,116.66000366210938,115.16000366210938,115.66999816894531,104.38389587402344,13141400,JPM
2018-02-01,115.7699966430664,116.98999786376953,115.4800033569336,116.87000274658203,105.46680450439453,13800600,JPM
2018-02-02,116.48999786376953,116.91999816894531,114.08999633789062,114.27999877929688,103.12950897216797,16477300,JPM
2018-02-05,113.0,114.58999633789062,103.9800033569336,108.80000305175781,98.18421173095703,30097600,JPM
2018-02-06,106.8499984741211,112.4800033569336,106.61000061035156,112.11000061035156,101.17125701904297,33114800,JPM
2018-02-07,111.55000305175781,114.44999694824219,111.1500015258789,112.87000274658203,101.85709381103516,21878300,JPM
2018-02-08,113.11000061035156,113.11000061035156,107.83999633789062,107.87999725341797,97.35396575927734,27425800,JPM
